TITLES,REVIEW,COMMENTS,TIME
LG 스타일러 오브제컬렉션(S5ROC) 후기입니다.,"저에게는 너무나 생소했던 가전.... 바로 스타일러에요!신혼가전 상담받으러 갔을 때 스타일러도 넣을까 생각했을만큼 ㅎㅎㅎ지금은 저희집 완전 필수잇가전입니다. ㅎ타사의류관리기와 비교했을 때 엘지가 먼저나왔고, 확실히 내구성이 좋은거 같더라구요 ㅎ저흰 5구짜리로 샀고, 3구샀음 내부공간 작아서 클났을뻔!!!겨울생각하면 특히 5구가 필수에요.그렇다고 5개 옷을 다 넣진 않고 보통 옷간격맞춰서 3벌 정도만 넣고 돌려요.미세먼지 많고 예민한 코시국이라 퇴근하고 오면 입고있던 옷들은 스타일러로 !!뽀송뽀송 스팀살균도 되서 너무 좋아요.기능을 보면 저흰 보통 고급으류나 스팀살균을 이용하는데 간단한 침구류도 살균되서 이번에 한번 시도해보려구요.스타일러는 전력등급?이 없는 제품이라 솔직히 고민을 했는데 전력소모가 엄청 크거나 하지 않았어요. 그리고 폰으로 연결도 되서 다 되면 띠링 알람도 울려요 ㅋㅋ","[['우와베이지인가요!!? 베이지도 넘 예쁘네요!'], ['역시 가전은 최신제품으로 사는게 맞는거 같아요'], ['스타일러 너무 좋지용 ㅎㅎ ㅠㅠ 오브제라서 그런지 너무 예쁘네용'], ['이번에 색상 진짜 잘 뽑았네요'], ['저 이번주에 LG견적받으러갈건데 품목에 이 제품 있어요! 후기 감사합니다ㅎㅎㅎ베이지 제가 생각한 색상이라 이뻐요!']]",2022.03.31. 21:44
"LG전자(TV,트롬워시타워,스타일러)판매","LG전자 미개봉 새상품 일괄판매합니다. ​*LG전자 TV 65인치OLED65A2MNA(2022년형)*LG전자 트롬워시타워 W20KDM(세탁기24kg+건조기20kg) -스페이스블랙*LG전자 오브제컬렉션스타일러  S3BOF ㅡ미스트베이지​-현재 TV는 인터넷 최저가 약230 워시타워 약310스타일러는 약 130인터넷 최저가 총 670정도에 판매하고 있습니다.​새아파트입주시 조합원품목으로 받게된 모두 미개봉 새상품이며,원하시는날짜 말씀해주시면(8월~10월중)LG전자 설치기사분이 직접가셔서 배송,설치해주십니다.  이런 기회 흔치 않으니, 새상품 싸게 ,그것도 LG전자 설치기사분이 직접설치해주시고 사용설명까지 해주십니다 ~언제든지 문의,사진등 가능하니 편히 말씀해주세요!​중간에 구매취소는 절대불가하며신중히 고민하신후 연락주세요.","[['연락처가없어요'], ['아 늦께 답변드려 정말 죄송합니다.지금 다른분과 거래중에 있는데 거래 불발시 연락드리겠습니다~ ']]",2022.08.29. 12:02
스타일러 - 실내제습,오늘 같이 꿉꿉한날엔 스타일러에 제습기능으로 습기제거해 주고 있어요~,"[['실내제습 좋네요^^ 그건 그냥 문 열어놓고 돌리면 되나요?제습능력은 좋을까요?급 땡기네요^^'], ['네~\n드레스룸 문들 다 열어 놓고 \n스타일러문 열어서 돌리니~\n물버림통에 물이 가득 차네요~\n\n'], ['와우^^ 좋으네요^^'], ['저도 올여름에 에어드레서로 방안습기 많이 잡는데 도움이 되었어요\n\n참 살기좋은 시대에요 요즘 ㅎㅎ'], [''], ['원래 있는 기능인가요? 아님 신형에 있는 건가요?구입한지 2년 됐는데...모르고 있네요 ㅠㅠ'], ['저희는 구입한지 4년 됐어요~\n맞춤건조 쪽 찾아보셔요'], ['네...감사합니다.'], ['저도 진짜 유용하게 써요'], [''], ['덕분에 저도 스타일러제습 돌리네요~~~\n향기도 나고 좋네요^^'], [''], ['참 유용한 스타일러~^^'], [''], ['저도 스타일러기능보다제습으로 올여름 잘썼어요^^'], ['']]",2022.08.23. 13:10
"lg 견적 참견 부탁드려요!!(TV, 냉장고, 워시타워, 스타일러, 청소기, 에어로타워)",TV : 21년형 65인치 C형냉장고 : 크래프트 얼음 생기는거스타일러 : 5구​LG전자 베스트샵에서 첫 견적 받아봤어요 ! 적정 가격일까요??,"[['아니요 !!!! 비싸요!!!!'], ['헉 비싼편이군요 ㅠㅠ'], ['에어로 타워는 빼시고 구매하시고 포인트가 들어오면 포인트로 에어로타워를 구매하세요혼수 할인을 받아서 ㅎ발품 파시면 저렴한데가 분명히 있을 꺼에요 ㅎ인터넷 가입도 따로 알아보세요 더 많은 혜택을 받으실 수 있어요 못해도 70만원'], ['인터넷 가입 47 받았어용\n에어로타워 넣은게 1500넘기려고 넣었거든요 ㅎㅎ 아직 한군데밖에 안가봤으니.. 역시 발품이 답이겠군요ㅠㅠ'], ['네 베샵 판매자로써 비싼 거 같아요 발품 파시면 제가 예기한 대로 파는 데 있을 꺼에요 ㅎㅎ'], ['이정도면 금액이 비싼거군요 ㅠㅠ'], ['엘지는 할인율이 많지않은것같더라구요 ..']]",2022.08.10. 15:36
데님 스타일러 돌려도 될까요,이번에 스타일러 하나 장만해서 사용중인데 데님 넣고 울코스로 돌리고나니 건조 과정 때문인지 바지가 굉장히 뜨겁더라구요.. 딱히 별다른 수축이나 변형은 없는거같은데 자주 돌려도 옷 상하거나 그런거 없겠죠?,"[['엘지 스타일러 청바지 코스로 계속 돌렸는데 이상 없었어요'], ['표준 급속 강력 다돌려봤는데 괜찮아요   강력으로하면 수증기가 거의 꽉찰정도로 나온담에 두두두두하고 건조하더라구요쌔바지처럼 돼서나오는데 자주쓰면 살짝 수축생길수도,,?']]",2022.07.09. 00:07
LG 스타일러 S3BF1 실사용 후기,"예랑이가 양복을 매일 있는편이라 스타일러스는 필수 가전이었어요 거기다 외식을 하고 와서 고기 냄새가 나는 옷 가지를 드라이를 바로 맡기지 않고 스타일로를 돌릴 수 있다는 점도 너무 매력적이고, 미세먼지가 심 하니까 외출에서 운동을 한다던지 활동적인 일을 보고 오면 스타일러를 꼭 돌리는 편이에요코스는 바지 관리 모피 또는 가족 관리 정전기 제거 청바지 관리 등의 순서로 변경할 수 있고 핸드폰과 연결 해서 스타일러 코스를 제가 직접 작동하지 않고 돌리는 기능도 있지만 제가 귀차니즘이 심해서 실제로 사용하고 있지 않습니다쓰다 보니 스타일러가 상의 2개 하의 1개 밖에 들어가지 않아서 두 벌을 한꺼번에 돌리는 것이 불가능 하더라구요 가전은 역시 거거익선이라는 말 처럼 자리 좀 차지 하더라도 처음부터 더 큰 스타일러를 샀어야 했을 것 같아요 물론 그렇지만 스타일러가 아예 없는 것보다는 있는 게 훨씬 유용 하다고 생각해요","[['엘지 스타일로 좋아요 애용중 ㅎㅎ'], ['스타일러 저도 5구 나서 알차게 쓰고 있네요 ^^'], ['저는 오빠 에어드레서 사줬는데 안 사줬음 어쩔뻔 하게 잘 사용하더라구요 ㅎㅎ'], ['저도 추가적으로 사고싶은 가전이 스타일러에용 좋아보여용'], ['역시 거거익선인가봐요!! 에어드레서도 스타일러만큼 좋겠죠?'], ['진짜 하나 사두면ㅋㅋㅋ옷 주름도 펴지고 세탁비 절감되더라구용ㅎㅎ'], ['스타일러 가지고 계신분들은 정말 추천한다고 하더라고요.'], ['스타일러 있으면 완전 좋다고 하더라구용!ㅎㅎ저도 알아봐야겟어용'], ['저도 오브제스타일러사용중인데 완전 좋아요~!'], ['스타일러 안써봣는데 좋나여1?ㅎㅎ'], ['저희도 처음에는 가격 때문에 3구로 견적 받았다가 결국에는 5구로 바꿨어요! 확실히 거거익선이 맞나봐요~'], ['스타일러ㅜㅡ저도 사고싶네요오']]",2022.04.11. 08:49
LG 스타일러 S5BOC 후기,​신혼가전 후기- 현재 너무나도 잘활용하고있는 LG 스타일러 후기를 쓰려고 합니다!​저희는 백색가전은 LG여야 한다는 양가 어른들의 말씀에따라..ㅋㅋㅋLG가전제품으로 싹 맞췄습니다. ​요즘에는 의류관리기를 신혼가전으로 같이 마련하는 경우가 많더라구요굳이 스타일러까지 사야할까 싶었는데.. 미리 사서 쓰고계신친정엄마의 강력추천으로 스타일러 까지 무리해서 같이 구매하였습니다.써보니까 역시..없는것 보다는 있는게 좋더라구욬ㅋ​3개랑 5개 옷걸이 달린 버전이 있는데,"[['저두 스타일러 고민하다가 에어드레서 햇눈데ㅠㅠ'], ['3구보단 5구가 좋져저두스타일러 너무 잘쓰고있어요'], ['저도5구 베이지인데 잘쓰고 있어요'], ['저두 가전할때 사려구요 ㅎ 다들 만족하더라구요 ㅎ'], ['청바지나 겉옷 관리된다니 저도 고민해봐야겠네용'], ['스타일러 필수템이죠 여즘 ㅎ'], ['스타일러도 역시 엘지네요!']]",2022.05.08. 14:26
LG 스타일러 S5IB 사용 후기:),"안녕하세요:) 새로운 가전 후기가 생겨 먼저 스타일러에 대해 작성해보려 합니다!만족하며 사용하고 있는 제품이에요:)​저희 부부는 11번가 사이트에서스타일러 S5BI 모델(5구)로 구입했습니다!금액은 140만 원이고, 크기는 600x605x1960mm(폭, 깊이, 높이) 입니다.혼수 가전으로 구매할 때 함께 샀으면묶어서 더 저렴하게 구매할 수도 있었을텐데 그당시에는 정말 필요한 것만 사자! 싶어서 생략했다가 나중에 친정에서 선물로 사주셨어요ㅠㅠ​스타일러의 가장 큰 장점은 세탁하기 어렵고, 드라이하긴 부담스러운 옷을 깔끔하게 스팀 살균해주는 부분입니다!!고깃집에서 밥먹고 옷에 냄새가 배긴다거나,퇴근길에 갑자기 보슬비가 내려 집까지 걸어오는데 살짝 비를 맞는 등 본격 빨래!를 하기에는 조금 애매한데 안 빨자니 찜찜한 옷들을 한번 넣고 싹 돌리면 깔끔해지니까 너무 편해요ㅋㅋㅋ​3구와 5구 중에 고민하시는 분들께는 5구를 추천합니다!저희도 5벌까지 매번 돌리겠어..? 하는 마음에 3구를 살까 했지만 사진에 보이듯이 5구에도 3벌만 넣어도 꽉 차는 듯한 느낌이 들어서 5구로 구매하길 잘한 것 같아요:)​문짝 쪽으로는 '바지관리기' 가 있어정장을 자주 입으시는 분들은 유용하게 쓰실 것 같더라구요!","[['스타일러 정말 좋다고 하던데 후기보니 더 사고싶네용'], ['추천드려요:)'], ['맞아요~~ㅋㅋ 아주 편리해요:)'], ['무조건 워시타워랑 스타일러는 사야한다라고 예신한테 강조하고 있네요참치님 글 꼭 보여줘야게어용 흐흐'], ['오! 방금 워시타워 후기도 작성하고 왔는데 신기해요ㅋㅋ 영광입니다:) 두 가전 다 추천드려요 정말!'], ['의류관리기는 필수래요 저도 아직은 없는데 기대되요!!'], ['곧 편리하게 사용하실 날이 오시길 바라겠습니다:)!!'], ['저도 스타일러 고민많이 했었는데아주버님께서 사주셨어요~써보니 완전 좋아요 굿굿'], ['선물 받으면 너무 감사한 것 같아요ㅠㅠ'], ['고민하고 있는 제품중 하나인데, 뺄까 말까하는데 그 선택에 도움이 되었습니다.'], ['감사합니다:)'], ['아직사지는않았는데 스타일러 사고말거에요ㅋㅋㅋ조아보여요!!'], ['그럴 만한 가전이라고 생각해요:) 파이팅!! 하시길 바라겠습니다:)'], ['와👏 후기감사해요ㅋㅋ요즘 관심갖고있던 가전이에요ㅋㅋㅋ 더 사고싶네요'], ['저도 감사합니다:)'], ['스타일러 나올때부터 꼭 사야지했던 가전중에 하나인데 잘 구매하신거같아요! 5구짜리 기억해두겠습니다!'], ['감사합니다!!:)'], ['요즘 스타일러 필수템이라하더라구요 ㅎㅎ'], ['스타일러 넘 갖고픈데ㅠ!!좋아보여여~ㅎㅎ'], ['스타일러 찐후기감사합니당!'], ['저랑 신랑도 스타일러 욕심내는 중인데 정보 감사합니다!!']]",2022.04.18. 23:10
오브제 스타일러 5구 입니다,"워시타워랑 함께 데려온 저희 드레스룸에 고가 친구인 오브제 스타일러 5구입니다.(fq18dcdbb2)) 결혼 전 부모님이랑 함께살때 이친구가 왜이렇게 사고 싶었던지.. 그래서 결혼시 혼수로 꼭 데려왔습니다. 비록.. 사용은 한 번밖에 안했지만 그래도 종종 많이 사용하려고 합니다사용전에 하단에 물을 반드시 채우고 하셔야 합니다. 이 스타일러를 처음 사용할때는 평소 물을 넣는것보다 많이 넣어주셔야한다고 합니다. 그 다음은 원래양대로 넣으셔도 된다고 합니다. 또한, 안에 들어있는 거름망? 필터망에 먼지가 쌓일 수 있으니 꺼내서 물청소 필요하다고 합니다. 또한, 밑에는 스타일러 악세서리를 보관할 수 있는 보관함도 있으니 그 안에다 보관하시면 좋을 것 같습니다.앞면은 강화유리?로 되어있으나 옆면은 기스에 약할 수 있다고 하니 되도록이면 옆에 기스나지 않도록 하는것이..(기스나면 맴찢이지 머에요ㅜㅜ)이친구가 이젠 제습기능도 있다고 해요 날이 습한 날 방에 틀어놓으면 너무 좋을 거 같아요 제습기용도로도 사용할 수 있어 좋네요스타일러 옷걸이 대신 다른걸로 사용할 경우 옷감이 늘어날수도 있다고 하니 되도록이면 스타일러에 딸려있는 옷걸이를 사용하시는 걸 권장드립니다(다른 옷걸이일경우 옷이 흘러내려오며 늘어날 수 있다고 합니다)​요즘은 스타일러 넣고 향기도 날 수 있게끔 향기시트도 잘 되어 있다고 하니 하나 구입해야 겠어요!","[['저희 언니네도 이거있는데 탐나더라구요 ㅋㅋㅋㅋㅋㅋ'], ['스타일러는 진짜 혁신이에요ㅠㅠ 벌수도 많을수록 이득!'], ['우와 좋은거사셨네요 부럽습니당ㅎㅎ'], ['와 저도 이거 눈팅중인데 비싸더라구여 ㅠㅠ'], ['스타일러는 사야죠ㅜㅜ저희도 계획중이에요'], ['스타일러 진짜 꼭 살거예여 ㅠ ㅠ'], ['오브제가 확실히 예쁘긴하네요 저흰 칙칙 회색인데 ㅜㅜ'], ['스타일러도 겨울에 정말 유용한것같아요ㅎㅎ 축하드립니다!'], ['저희도 오브제 베이지색5구 샀는데 인테리어로도 넘이쁘도 여름엔 제습기능도 좋고 세탁하기어려운 옷들 특히겨울에도 좋아서 만족중이에용!']]",2022.07.19. 21:33
보국 워셔블 전기요 스타일러 사용,아래 상품스타일러 사용해도될까요???​세탁망을 꼭 사용해서 세탁하라는데저 크기가 들어가는 세탁망이 있나요...?없이는 안되나요🥲,"[['저라면 울코스?로 얌전하게 짧게 빨아요 ㅎㅎ'], ['그냥 접어서 세탁기에 넣고울코스 넣고 돌렸어요건조기는 사용하심 안되구요자연건조 ㅎㅎ']]",2022.08.28. 19:58
스타일러위치,집 매매 후 전 붙박이에 아예 짜서 넣으려고 했는데 붙박이는 평생 쓰지만 스타일러는 중간에 바꾸거나 버리면 붙박이를 다시 짜야 한다고 그냥 밖으로 빼서 따로 놓는게 어떠냐는데.. 뭐가 현명할까요?,"[['가전은 한번 구입하면 최소 5년 이상은 사용 할뗀데 그 이후까지 고민 할 필요는 없을 듯 해요.현재 가장 본인이 하고 싶은 디자인으로 하시는 게 좋습니다.'], ['저는 주방장 맨끝에 배치했어요\n동선이 현관,  욕실, 주방겸 거실 지나서 방이거든요\n자꾸 잊어서 들어올때 딱 돌릴려구요 \n색도 맞아떨어지구요\n\n아직 공사중이라 지저분해서 옆은 칠했어요 ^^ \n\n지금보니\n저는, 나중 생각을 못했네요 아코..ㅎ'], ['냉장고, 세탁기 같은 가전은 크기가 많이 변하진않는것같아요ㅎㅎ 근데 스타일러는 뒷공간에 열발생안하나요? 열발생없으연 장에 짜넣구 있으면 꺼내쓰는게 좋을것같아요ㅎㅎ'], ['요즘 스타일러도 필수라 없는집 없어서 장짜도 깔끔하고 좋은거 같아요'], ['오브제까지도 나오는데... 없어지짐 않을거같고, 없어져도 그냥 문 달아서 긴 옷 넣게 설치 가능할거예요. 나중엔 그렇게 쓰면 되죠 ㅎㅎ \n\n저 아는 사람은 3인용 짜서 넣었어요. 깔끔하더라구요']]",2022.08.28. 07:42
다이슨 멀티스타일러 롱 재고있어요.,【쇼핑몰】  다이슨 【브랜드】+【제품명】  다이슨 멀티스타일러 롱 【가격】  699000원 【상품이미지】,[['']],2022.06.27. 15:32
나눔 완료) 디올 브로우 스타일러 (눈썹펜슬) 새상품,디올 브로우 스타일러 001호 미개봉 새상품입니다.받고싶으신/필요하신 이유를 적어주시면 저희 아이에게 댓글 읽어보고 뽑아보라고 할게요 ㅎ착불택배로 보내드려요 😀​,"[['나눔 응원드랴용ㅎㅎ'], ['미용학원다니는 딸이 눈썹그릴때필요해요'], ['딱  떨어져서 사야하는데  ㅎㅎ🙋\u200d♀️🙋\u200d♀️🙋\u200d♀️손들어봅\n니다~~'], ['눈썹 꼬리가 없어서... 🙄\n저 브로우가 제 꼬리 만들어줄까 싶어서요 ㅋㅋㅋㅋ'], ['응원해요'], ['예뻐지고싶어요~~^^*'], ['디올이한번써보고싶어용👍👍'], ['저요! 제가쓰는것마다 다 단종되서 이번에도 어디껄사야되나 고민중인데 마침 나눔한다해서 손들어봅니다!ㅜㅇㅜ'], ['눈썹의 2/3정도 끝이 없어서 항상 브로우를 그려야해서 신청해봅니다ㅎ\n'], ['모나리자 눈썹인데 예뻐지고 싶어요🤭🤭🤭'], ['매번 쓱쓱  그려줘야 하는 제 눈썹에 써보고 싶어용ㅎㅎ'], ['저도 살짝 손들어봐요!'], ['디올 브로우 써보고싶어요~~~😊'], ['눈썹 문신한거 거의 희미해져서 신청해봐요!'], ['금손 빵님 🧡\n모나리자 안녕 하는 멋진 나눔입니다!!\n이쁜 나눔 응원 많이 많이 드려요🧡🧡'], ['저 눈썹이 다 빠져서…….아들이 루브르 미술관에서 봤다고 놀리는데!!  받을 수 있을까요??? \U0001f979'], ['멋진 나눔 응원합니다\U0001faf6\U0001faf6\U0001faf6'], ['줄사봐용!̆̈ !̆̈ ◡̈'], ['저는 깍아쓰는거 쓰고 있어서 돌려쓰는거 한번 써보고 싶습니다앙~~~!!!!❤️❤️❤️'], ['눈썹이 그리면 너무 빨리 지워져용 디올브로우로 그려보고싶어용 ㅠㅠ'], ['나눔 멋잇으시네영 ㅎ.ㅎ\n디올꺼 한번도 안써봤는데 조심스럽게 손들어봅니다 ^^ \n'], ['사랑나눔 응원드려요.❤️'], ['요새 쌩얼로 가게출근중인데 눈만있는 제 얼굴에 디오리 예쁜눈썹하나 가지고싶습니다..손들어봐용'], ['눈썹 그릴 줄 모르니 화장품 아무거나 써서 대충 그리고 다녔는데\n이번 기회에 좋은 제품으로 눈썹 그리는 연습해서 예쁜 눈썹 갖고 싶어용☺️❣️'], ['예쁜 나눔 응원합니다❣'], ['저능 모나리자입니다♡♡♡ 펜슬없인 어디도 갈수없어용~~꼭 받고싶어용♡'], ['당첨! 챗 드릴게용 :D'], ['곧 개학인데 방학동안 살찐 선생님이라 속상하네요 ㅎㅎ 요고로 이쁘게 화장이라도 하고 2학기 아이들 만나고 싶어용~~'], ['손들어요~~~\n눈썹은 꼭 그리고 출근해야해서요~~~\n마스크로 커버안되는 사각지대ㅋ'], ['댓글 주신 분들 감사합니다 :D 저희 아이가 <햇살좋은날> 님의 댓글을 뽑았어요! 다음번에 또 나눔 해볼게요 :)']]",2022.08.25. 16:40
LG 스타일러로 용품 관리하니 좋네요!,샤오미 신발 건조기를 살까하다가 집에 있는 LG 스타일러를 활용해봤습니다.​건조 30분 모드를 사용하면 땀이 보송보송 잘 마르고 냄새가 나지 않습니다.​가죽 모드를 사용하면 더 좋을것 같은데 제가 보유한 모델은 지원이 되지 않네요.​샤오미 신발 건조기보다 좋은 부분은 글러브 2개와 헤드기어를 동시에 건조할 수 있어 시간을 아낄 수 있다는 점입니다 ☺️,"[['개쩝니다'], ['참고하겠습니다'], ['저도 해봐야겠네요'], ['멋지네요'], ['와 ~ 따봉 !!'], ['스타일러 처음으로 탐나네요^^'], ['오 .. 이런 방법도 !'], ['멋지네요 ㅎㅎ'], ['부럽네요ㅎ'], ['와우~ 급 고민을 해야겠네요~ ㅋㅋ'], ['우와~ 저도 사고 싶어요!']]",2022.08.27. 00:00
가전을 옮기고 싶어요ㅠㅠㅠ (스타일러),거실에 스타일러가 자리차지하고 있어요...​넘 답답해서 ㅜㅜ방이나 김냉자리로 옮기고 싶은데 ​비용이나 업체?? 아시는분 계신가요!!?​애기 짐까지 있어서 거실이 더 쫍아 보여요....​,"[['바닥에 도톰한 매트깔고 남편분이랑 옮기면 쉬워요 스타일러가 바닥이 좁아서 혼자옮기시면 쓰러질거 같아서 혼자 하시라고는 말못하겠네요 저는 쇼파 장농 서랍장 장식장 전부 혼자 옮기면서 살아서 ㅎㅎㅎ'], ['222 맞아유~ 얇은패드같은거 밑에 넣어서 끌고다니면 여기저기 잘 끌고댕길수있어요! 한번씩 전 가구들 요런식으로 움직어용, 얼마전엔 아이 장농도 옮겼답니당,'], ['넵 아주 힘없는사람 아님 요령으로 충분히 가능해요 ㅎㅎ'], ['저희도 남편이 혼자 옮겼어요 잘알아보세요'], ['남자힘이면 충분히 가능하고 옆에서 넘어지는것만 잡아주면 될거에요 그쵸?ㅎㅎ'], ['한쪽 들며 이불같은거 깔고 쓱 끌면 이동하기쉬워요 사람부름 기본 5만원부터  들고 이사가는집있음 끝나고 수고비드리고  잠깐해달라하셔보세요  그게 쌀듯요'], ['이사가는 집 있으시면 수레만 빌리셔서\n아래 이불깔고 수레에 올려서 잡고 옮기시면 돼요ㅎ 저희도 그렇게 옮겼어요~'], ['답글 감사합니다 남편이랑 도전해볼게여 🥲❤️❤️❤️❤️❤️ 감사합니다 !!!!!!!']]",2022.08.29. 10:08
Lg 트롬 스타일러 cs4001hr,2012년 식이네요사서 정말 실사용 5회미만이에요앞에 리벨도 안뗫고 먼지만 쌓여있네요​성수동 다세대 5계단 1층입니다010-9423-칠사삼칠,[['성수역 10분거리 입니다']],2022.08.31. 16:19
"(미개봉)웨이크메이크 싱글스타일러 코랄엔딩(12),캔메이크파우더치크 피치핑크(PW23),이니스프리 흩날리는살구꽃(M32)","웨이크메이크 싱글스타일러 코랄엔딩(12):미개봉캔메이크파우더치크피치핑크(PW23):미개봉이니스프리 흩날리는살구꽃(M32):미개봉​일괄23000(편의점택배비포함)입금한 익일(다음날)택배접수시켜드립니다​중고거래에민감하거나 예민하신분들은 거래피해주세요에눌X,교환및환불X,개별판매X구매하실분은 쪽지주세요",[],2022.08.29. 17:49
세탁기 스팀 스타일러기능 너무 좋아요.,결혼할때 구입한 세탁기 열일해서 자꾸 잔고장이 나서는 이사오면서 보내줬거든요.약 10년 사용하고 세 아이들 키웠으니 열일 맞죠?새로 구입하는거 기왕임 용량 큰거로~ ㅋ 솔직히 기능이 많아도 다 못 쓸꺼라면서 다섯가족 사용하렴 용량 커야하고 딸아이 옷이나 속옷은 따로 세탁하고 싶고 삻아빠는 세탁물도 있으니 트윈으로 샀어요.​그런데 요즘 너무 잘쓰는 기능이있어요.스타일러가 있으면 좋겠다란 생각이 있었거든요.당장 구입이 어려우니 스팀스타일러 기능을 요긴하게 사용 중이랍니다.특히 매일 생활복(체육복)입고 등교하는 큰아들 옷 세탁을 매일 할 수도 없기에 스팀스타일러 기능을 사용해요.​​구김과 옷의 먼지 등 스팀으로 세탁한 기분이 들어요.옷이 더러울때는 세탁하는게 맞지만 세탁이 애매할때 있잖아요.그때 아주 요긴해요^^,"[['세탁기에 저기능이있는건가요?\n좋은데요? 스팀스타일러라니~~매일 안빨아도 되고 좋네요~~'], ['ㅋㅋ 매일 세탁하기 애매한 그런 옷들 있잖아요.\n그때 사용함 좋은거 같아요.\n저는 아이 생활복 위주로 사용중이에요.'], ['아 그리고 세탁하고 보관시 생긴 구김? 다리미 처럼 쫙쫙 펴지는건 아니지만 조금 도움이 된다고 검색했을때 봤어요\n'], ['스팀 스타일러기능이 있군요..정말 어중간한 옷 있을때. 쓰기 좋은가봐요!!'], ['기능을 몰라서 ㅋ 검색해봤더니 넘 요긴하고 좋더라구요.\n스팀으로 한번 돌려주니 물기가 좀 있는데 탁탁 떨어서 널면 다음날 세탁옷 같더라구요.'], ['스팀스타일링 기능이 있네요. 오~~~ 저 처음봐요.스타일러 대신 사용 하면 될 것 같아요.'], ['이히히~ 완전 요긴해요.\n완전 요물~~ 아이 패팅이나 교복 상의 같은거 사용함 좋을꺼같아요.'], ['전 오늘 스방 입은 면바지 한번 테스트했는데 오~~ 좋더라구요.'], ['정말 세탁기가 열일 하네요. 이런거 만든 사람 칭찬해 줘야해요. ㅋㅋ'], ['세탁기에 저 기능이 있는거예요? 그럼 그냥 스타일러 기능과 같은걸까요?'], ['비슷한 기능같더라구요.\n그래도 스타일러가 더 좋은거지만요.'], ['우와~~~ 저 기능 무지 부럽네요!그런데 저거 전기요금 많이 나오지 않을까요?전 비 오는 날 수건만 건조기능 사용하는데 전기요금 많이 나오겠지.. 하면서도 필요하니까 기능을 쓰긴 쓰거든요..꺼내면 세탁소 냄새 나요~~ ㅎㅎ'], ['오래 돌아가는거  아니라서 전기세는 그다지? ㅎ 금방 돌아가거든 20분정도^^ 매일 쓰는건 아니라서 요긴하게 쓰고있엉'], ['아... 건조는 오래 돌아가던데 20분 정도면 괜찮겠네요~~~똑똑한 세탁기.. 이젠 스타일러 기능까지 하네요. ㅎㅎ'], ['그치? 세탁하고 헹구고 탈수하는거에 비함 시간도 괜찮징?'], ['네네~~ 괜찮은 것 같아요.\n무엇보다 스팀이 뭔가 개운하고 깔끔한 기분이네요~~'], ['우와 세탁기에 이기능이 있다니 너무 좋은거 같은데요 !! ㅎㅎ \n이렇게 있으면 스타일러나 같은데요 ㅎ'], ['그츄 스타일러기능과 비슷한거 같아서 종종이용해요^ \n매일 세탁하기 애매한 옷들 아주 좋더라구요.'], ['어머나 이렇게 스타일러 기능이 있는가보네요 정말 신기한것 같아오 이리 있으면 스타일러 구입 하실 필요가 없겠는걸요'], ['우와 너무 좋은거네요 ㅎ\n저 기능이 있는건가요 ㅎ\n저는 신기방기뽕기 ㅎㅎ'], ['오호 드럼세탁기에 저런 기능도 있나보네요.\n정말 애들 교복이나 생활복 자주 입는거는 자꾸 세탁하기 힘든데 이런 기능있으면 좋지요.'], ['좋은데요 언니!!!!\n스팀스타일러!!!기능 대박요!!!\n저희집은 통돌이라^^;;']]",2022.04.29. 00:09
"(예약중)다이슨 에어랩 멀티 스타일러 컴플리트 (롱, 니켈/코퍼)",1️⃣ 카페>앱 실시간 연동완료하고 상품권 받기! 2️⃣ 거래 전 사기 조회하기! 3️⃣ 불법/사기 거래글 신고하기! 게시글 위 [...더보기] 버튼을 눌러 확인해 주세요.,"[['6792님 예약중입니다. 저녁거래 불발되면 다시 변경하겠습니다'], ['연락주세요']]",2022.08.30. 16:48
드레스룸에 스타일러 있어요~,예쁜집 견적/시공 및 대리점 문의010-9341-4907,"[['우와~'], ['댓글감사합니다~좋은하루되세요~^^']]",2022.08.18. 10:24
비달사순 에어스타일러,구매 후 한두번 사용하고 넣어만 둔 제품이예요.작동 이상 없고 사용감도 적어요.택배 원하시면 택배비가 추가됩니다.,"[['안녕하세요! 편의점 반값택배로 거래 희망합니다~~!!'], ['gs 반값택배 가능해요. 문자 주세요~']]",2022.08.21. 17:29
