TITLES,REVIEW,COMMENTS,TIME
S5BBP 8/9월 할인정보 오브제 스타일러,"S5BBP 8/9월 할인정보 오브제 스타일러​스타일러를 설치한 드레스 룸이나 방 안실내공기, 옷까지 최대 10L 제습 용량으로 보송하게관리를 할 수 있는 오브제 스타일러 S5BBP​제품 가격 문의하는 방법은 카페에 위치한견적 문의방으로 문의 주시면 안내 받아볼 수 있어요​",[['견적부탁드려요']],2022.08.22. 15:18
엘지스타일러렌탈 미러모델 만족하며 사용 중!,"미세먼지를 조심해야 할 환절기 날씨엔건강에 특히 유의해야 하기도 하지만외출을 할 때 묻어오는 먼지는 물론바이러스, 세균 까지도 조심하는 것이중요합니다. 특히나 지금 같은 시기에더 확산되고 있는 코로나 19 바이러스는방역을 준수해 조심해야만 할 겁니다.​오늘은 이처럼 외출 시 묻어 나오는바이러스, 세균, 먼지를 제거하기 위해엘지스타일러렌탈을 진행하신 고객님의후기를 함께 살펴보도록 하겠습니다.제품 모델명은 S5MBC 트롬 스타일러플러스 5벌형 블랙에디션 미러 입니다.엘지스타일러렌탈로 고민하시는 분들이계신다면 도움이 되길 바라겠습니다 :)​[S5MBC] 모델 렌탈 진행하신오O영 고객님의 후기입니다.","[['잘보고가용'], ['잘보았습니다'], ['좋네요!^^']]",2022.03.28. 13:50
lg스타일러 렌탈 부담없이 만족하면서 사용하자! 워너비 가전템!,"제 워너비 가전템은 바로 스타일러였어요구매하고 싶어도 놓을 자리도 없어서 포기했었던 때가 있었지만지금 드디어 스타일러를 마련할 수 있는 자리가 생겼답니다!하지만 지금 구매하려다보니 구매가가 부담스러워서저는 lg스타일러 렌탈을 진행하게 되었어요!미세먼지도 그렇고 코로나도 그렇고, 스타일러 하나쯤 있으면너무 좋을 것 같다라는 생각이 너무너무 머릿속을 지배하였답니다.그런데 저의 선택은 너무 잘 한 선택이였다고 제 자신을 칭찬합니다!우선 lg스타일러 렌탈을 하고 기능도 기능이지만 디자인이너무 고급스러워서 인테리어 측면에서도 만족하고 있어요​​​","[['lg스타일러 렌탈 알아봐야겠어요'], ['넵! 문의는 아래 링크에서요^^'], ['lg스타일러 렌탈 좋은정보네요^^'], ['감사해요!ㅎㅎ'], ['lg스타일러 렌탈 잘보고갑니다'], ['네감사해요~ㅎㅎ'], ['lg스타일러 렌탈 참고할게요~'], ['네참고하시고 문의사항은 아래링크에서 확인해주세요~ㅎㅎ'], ['lg스타일러 렌탈 공유해주셔서 감사해용'], ['별말슴을요!']]",2022.05.18. 10:18
스타일러에 가죽지갑을 넣었는데 손상됐어요 ㅠㅠ 복구가 가능할까요 ?,​주말에 여행을 갔는데 숙소에 의류 스타일러가 있었어요 ​가디건에 가죽 지갑이 들어있었는데 실수로 살균하고 다음날 확인해보니 수분 ? 이 다 빠지고 뻣뻣하게 말라있네요 ㅠㅠ ​차량용 가죽시트 클리너 / 코팅해주는 제품 보유중인데 사용해볼까요 ? ​좋은 방법이 있는지 궁굼합니다 ​즐거운 하루 보내세요 ^^,"[['뻣뻣해지면 가죽연화제라는게 있습니다.'], ['조언 감사드립니다 \n\n가죽 연화제 바르면 될까요 ?'], ['어떤상태인지 알수가 없으니 확답드리기가 어렵네요.\n인터넷 검색해보시고 비슷한 경우같을때 사용하시는게 좋을것 같습니다.'], ['조언 감사드립니다 \n\n지금 가죽 연화제 검색중입니다 ^^']]",2022.04.04. 12:22
스타일러 박씨의 情,스타일러 빤쮸 박상은님의 정 배달이요!!,"[['아이고 이번에 팔이다요?\n\n그래서 제꺼는요?'], ['애들이 벌써.......ㅠㅠ'], ['아고 배야 ㅜㅜ'], ['응가하러 가셔유~♥'], [''], ['ㅋㅋㅋ'], ['좋아하니 다행이네유~^^\n모건님 챙기지말고 애들조유ㅋ\n그런데 팔은 왜그런데유 ㅠㅠ?'], ['애들이 감사하다고 전해달래유~ ㅎㅎㅎ 포켓몬 삼촌 !! ㅋㅋㅋㅋ어제 태권도에서 다쳐서 ㅠㅠ'], ['그럼 이재 집에들어갈수 있는겁니꽈?'], ['아직은 ?ㅋㅋㅋㅋㅋㅋㅋ'], ['ㅋㅋㅋ 아까비'], ['제브 들고오면 문은 항상 활짝 열여있습니다요 ㅋㅋ'], ['그럼 제브리나랑 뜰채들고 갑니다~^^'], ['콜레어항만 문닫아놓고 1:1 오키도키 입니다요!!'], ['콜레어 말고 없잖아유 ㅡㅡ'], ['헉 8종을 전부????\n상은님 완전 능력자신가봐요 !!!\n저는 한달째 실패하다가 오늘 인터넷구매 처음 성공했어요 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ'], ['8종이네유!!! 아빠도 인싸 되지만, 애들도 인싸되는 마법의 피카츄빵 ㅎㅎㅎ'], ['어후 복수 무서워서 시작도 못하겠어요ㄷㄷ'], ['상은님 포켓몬빵에 진심이 묻어나네요ㅎㅎ']]",2022.05.31. 17:06
LG 스타일러 5벌 S5MSB 특가 소식,LG 스타일러 5벌 S5MSB 특가 소식​,[['대략 22가지 브랜드를 알뜰한 가격으로 만나보세요']],2022.01.16. 13:16
S5GBP 4/5월 세일정보 오브제 컬렉션 스타일러,S5GBP 4/5월 세일정보 오브제 컬렉션 스타일러​스타일러를 설치한 드레스 룸이나 방 안 실내공기옷까지 최대 10L 제습 용량으로 보송하게관리할 수 있는 오브제 스타일러 S5GBP​혼수가전 싸게파는곳 가전플래너가격 문의는 견적 문의방으로 문의 주세요​,[['가격문의요']],2022.04.02. 17:54
"[체험단] [스타일러 by주부생활] 컬처렐 다이제스티브 헬스, 키즈패킷품평단 모집","[스타일러 by주부생활]컬처렐 다이제스티브 헬스, 키즈패킷품평단 모집​품평단 응모하단 링크를 통해꼭 개인정보를 작성해주세요.","[['신청완료'], ['신청완료했어요. ^^'], ['❤️ https://blog.naver.com/iluv2luvu89/222719289057신청완료!'], ['신청했습니다*^^*'], ['신청했어요'], ['신청 했습니다^^'], ['신청완료했어요'], ['신청했어요'], ['신청했어요:D'], ['신청완료 햇어용'], ['신청했습니당❤️'], ['신청했어요'], ['신청했어요'], ['신청 했어요'], ['신청합니다 ^^'], ['신청완료'], ['신청완요'], ['신청했습니다~'], ['신청했어요~^^'], ['신청했습니다.^^..'], ['신청하였어용.'], ['https://blog.naver.com/redteacher/222722531668신청완료 입니다~~^^'], ['응원해요!'], ['신청완료'], ['신청합니다.'], ['https://m.blog.naver.com/selj486/222722088254\n\n신청합니다'], ['신청합니다.'], ['신청합니다'], ['']]",2022.05.03. 09:43
이건 좀 여담이지만 스타일러(의류청정기) 사용하시는 분??,현재 이사한 오피스텔이 붙박이장도 하나고 평수도 기존 지내던 곳보다 1.5평정도 좁아져서 옷수납공간 확보차 술김에 스타일러 옆면에 접착식 후크를 붙여버렸음요ㅋ2개나ㅋㅋ운동복 상하의 걸려고ㅋ.. 문제 없겠쥬..? 접착력 쩔어서 안떨어지던데..,"[['문제 없냐는 게 작동 시 문제 없냐는 건가요?뭐, 문제는 없습니다. 제조사에서 권장은 안 하지만 그 정도 무게 붙인다고 제품에 무리가 가진 않습니다ㅋ'], ['뭐 여러의미에서의 문제인거죠ㅋㅋㅋ 그쵸 괜찮겠지요..?'], ['ㅋㅋㅋㅋ꼭 알려드릴게요 ㅋㅋㅋㅋ']]",2022.02.24. 08:21
LG 스타일러 살건데 무슨차이인지 아시는 분 계신가요,LG 스타일러 구매하려고하는데요같은 제품인것같은데품번은 달라서요​스펙 비교로 봐도 뭐가 다른지 모르겟는데 가격차이는 있어서요​어떤차이일까요? ㅠㅠㅠㅠㅠㅠㅠㅠ혹시 쓰시는분 아시는분 계실까요,"[['https://kin.naver.com/qna/detail.naver?d1id=5&dirId=50704&docId=399724176&qb=czVnZm8gczVnb2M=&enc=utf8&section=kin.ext&rank=2&search_sort=0&spq=0'], ['내부케이스가 따로냐 통이냐 차이래요'], ['전혀모르겟네요ㅜㅜ\n봣을때 내부를 잘안봐가지공 힝'], ['저도 아무리 봐도 무슨 차이인지 모르겠네요~ 가전은 너무 어려워요'], ['케어솔루션...? 제생각엔 주기적으로 관리해주나본데요..? ㅋㅋㅋ ㅈㄴ짜 차이점을 모르겠네요\nhttps://cafe.naver.com/directwedding/3965246']]",2022.02.03. 17:37
스타일러 위치 정해주세요,스타일러가 거실한가운데 있으면 이상할까요?세탁실에 넣는 2안도 있습니다.,"[['제가 봤을 때는 괜찮은데요? 사용하기도 세탁실 안보다 괜찮을 것 같아요!'], ['앗 감사합니당'], ['거실에 두는 것도 괜찮아요~! 저도 이사 준비중인데 거실에 둘 생각하고 있어요^^'], ['너무감사해요ㅠㅠ'], ['저는 거실에 두고 썼었어요~ 거울있는 모델이면 너무 편리합니다'], ['저는 옷방에 두려구요~'], ['옷방 추천이요'], ['옷방 추천이요 생각보다 돌리면 소음이 있어요'], ['저도 스타일러 위치.고민이예요..ㅠ'], ['현관가까운곳이용 ㅎㅎ']]",2022.01.12. 10:51
S5BBP/S5MBP 4/5월 세일정보 LG 오브제 스타일러,S5BBP/S5MBP 4/5월 세일정보 LG 오브제 스타일러​스타일러를 설치한 드레스 룸이나 방 안 실내공기옷까지 최대 10L 제습 용량으로 보송하게관리할 수 있는 S5BBP/S5MBP​가전제품 싸게파는곳 가전플래너가격 문의는 견적 문의방으로 문의 주세요​,"[['엘지스타일러 S5BBP견적부탁드립니다.\n카드사할부및 할인행사 배송비 등등  혼수로 선물할예정입니다.'], ['S5BBP 정보 메일로 부탁드립니다!'], ['s5bbp 메일로 부탁드랴요'], ['S5MBP 견적부탁드리겠습니다. tjeodyd11@naver.com'], ['s5mbp 견적 쪽지부탁드려요^^'], ['S5bbp 견적부탁드립니다^^'], ['s5bbp/s5mbp 모델 \n견적 부탁드릴께용^^ \nplaygirl1214@naver.com'], ['S5BBP / S5MBP 견적 문의드려요~'], ['견적부탁드려요^^'], ['경적주세요'], ['안녕하세요 가전플래너입니다가전제품 견적문의는 가전플래너카페 내견적문의방으로 모델명  남겨주시면 가격을 안내 받으실 수 있습니다가전제품 견적문의방 링크 같이 보내드려요https://cafe.naver.com/MemoList.nhn?search.clubid=21717050&search.menuid=395&viewType=pc'], ['s5bbp 견적 쪽지 부탁드려요'], ['안녕하세요 가전플래너입니다가전제품 견적문의는 가전플래너카페 내견적문의방으로 모델명  남겨주시면 가격을 안내 받으실 수 있습니다가전제품 견적문의방 링크 같이 보내드려요https://cafe.naver.com/MemoList.nhn?search.clubid=21717050&search.menuid=395&viewType=pc'], ['S5BbP/S5mbp모델 견적 부탁드려요dulcejinju@naver.com입니다'], ['안녕하세요 가전플래너입니다가전제품 견적문의는 가전플래너카페 내견적문의방으로 모델명  남겨주시면 가격을 안내 받으실 수 있습니다가전제품 견적문의방 링크 같이 보내드려요https://cafe.naver.com/MemoList.nhn?search.clubid=21717050&search.menuid=395&viewType=pc']]",2022.04.10. 17:09
[기타용품후기] LG 워시타워/스타일러,"LG 워시타워와 스타일러 구입했는데,워시타워가 세탁기와 건조기가 붙어있어서 편리하네요.​세탁 후에 자동으로 세탁기에서 건조기로 떨어지는 기계가 생기면 정말 좋겠네요.​",[],2022.01.31. 21:49
스타일러 결재했어요 >^^<,드디어~~!저희 집에 스타일러가한자리 차지하겠네요 ㅋㅎㅋ3벌 짜리로 결재했고목요일날 배송옵니다.미세먼지 기타 바이러스로 부터 제 옷과건강을 보호해야죠 >**<생각보다 부피가 커서 집이 좁아지는건옥에 티지만갖고싶던 가전이라 기부니 짱짱입니다~  🙀😼​​이렇게 넓은 집에서 살았으면~~🙊,"[['저희도 사야지 사야지 하면서 여적 못 사고 있어요'], ['뽀송뽀송 새 옷 기대해요 ㅎㅎ'], ['스타일러 넘 좋져~~^^'], ['네 다들 칭찬하네요 ㅋㅋ'], ['사고싶어도 돈이 없어서 못사네욤..ㅠㅠ'], ['올해는 사시게 되겠죠^^'], ['우와~~좋으시겠네요^^축하드려요'], ['기대중에요^^'], ['스타일러 놓을 자리가 없네요ㅜㅜ'], ['저희도 겨우 마련했어요 ㅋㅋ'], ['잘사셨어요 ㅎㅎ'], ['감사합니다^^'], ['님네 집인 줄 알고 우와 했는데.. 사진은 아니였군요.\n스타일러 구매 축하드려요.'], ['우리 집이면 스타일러 2개 있을 크기네요 ㅋㅋ'], ['부러워요♡♡너무 좋으시겠어요^^']]",2022.01.17. 16:59
드디어 스타일러 영접!,결혼선물로 친오빠랑 새언니가 스타일러 사줬어요!​사실 나중에 새집 이사가면 받을까하다가 스타일러 넘나 갖고파서 그냥 미리 받아버렸답니다!ㅋㅋㅋ​예랑이가 담배를 피어서😢​첨에 삼성꺼샀는데 엘지가 좀더 좋아보여서 결국 엘지로 샀네요​,"[['맞아요!!  생각보다크죠~~~ 담배피면 더 필요할것 같아요^^'], ['스타일러 짱이네욥👍👍'], ['저도 엘지 오브제여요!! 잘쓰고 있지용 ㅎㅎ'], ['오오 되게 고급지구 이뻐요! 넘 좋은 선물이네용ㅎㅎ'], ['와 저도 스타일러 넘가지고프더라구용ㅋㅋ'], ['와 깔끔하규 색도 넘이쁜거같아옹!!!'], ['저도 스타일러 무조건 살거에여 ㅎ']]",2022.04.23. 13:50
LG스타일러렌탈로 밖에서 묻은 미세먼지 털어봐요!,요즘 비가 오긴하지만 미세먼지가 쉽게 사라지지 않아서 집안의 공기 뿐아니라 옷에 묻은 미세먼지를 어떻게 털어야 깨끗하게 털어질지 걱정이 많으실거라 생각이 들어요.. 저도 그런걱정을 하고 있기 때문인데요 ㅠㅠ​오늘은 LG스타일러렌탈로 아주 만족을하고 계시는 분의 후기를 가져왔어요!고객님이 설치하신 제품은 S5DOC LG 트롬 오브제컬렉션 스타일러 이제품이에요. 그럼 후기를 한번 보시죠!​[S5DOC] 모델 렌탈 진행하신강O희 고객님의 후기입니다.,"[['잘보았습니다'], ['잘보고갑니다'], ['잘 봤어요!']]",2022.03.16. 09:54
킬샷 물세탁+스타일러 건조,찾아보니 생각보다 물세탁에 대한 내용이 없어서 새해맞이 세탁했습니다.​스타일러 건조는 일반건조기 대비 마찰이나 열온도가 낮아 세탁 후 자주 이용하는데 지금까지 별 이상이 없어서 계속 애용중입니다...,[['기대(?)됩니다 후기!!']],2022.01.31. 11:03
몽클 패딩 구겨진거 스타일러로 펴지나요?,몽클 롱패딩을 보관상 구겨짐이ㅜㅜ​검색해보니 스팀기로 펴주면 된다고 나오던데혹시  집에 스타일러에 돌리면 펴질까요?​세탁소에 명품세탁 맡기면 될까요? ​유광이라서 구겨진게 신경쓰이네요ㅜㅜ​​,[],2022.02.11. 23:25
"우리 신혼집 가전소개 /
LG전자 오브제컬렉션 스타일러 S5RFO,
LG전자 오브제컬렉션 인덕션 BEI3CSQT,
LG전자 TV OLED65A1HNA,
LG전자 에어컨 휘센 FQ18DBWBN,
삼성 비스포크 공기청정기 AX053B810HGD",안녕하세요~! 우리 신혼집 가전소개 합니다 ~!목록은 아래와 같습니다 !!​LG전자 오브제컬렉션 스타일러 S5RFOLG전자 오브제컬렉션 인덕션 BEI3CSQTLG전자 TV OLED65A1HNALG전자 에어컨 휘센 FQ18DBWBN삼성 비스포크 공기청정기 AX053B810HGD​대부분의 가전을 lg에서 구입했습니다~!근데 공기청정기는 삼성 비스포크가 크기적인 부분이나 인테리어적 부분을 고려했을 때 더 낫겠다 싶었어요~!​그래서 공기청정기만 삼성에서 구입하였습니다.,"[['혹시 공무원아파트인가요~? (경찰인형이 있어서 여쭤봅니다)티비 사이즈 때문에 맞다면 참고하려구요^^'], ['아 인덕션 오브제꺼 예뿌네용 ㅠㅠㅠ!! 스타일러도 디자인 너무 잘빠진듯해요 ㅋㅋ']]",2022.05.01. 20:12
스타일러 제습이요~,온새미로님 글보고 지금 해봤는데요문활짝 열고기능은 요렇게 작동하는거 맞을까요?사용중이신분 알려주세용,"[['네 저두 문열고 실내제습해요~~~'], ['돌려놓고 나왔는데 들어가면 뽀송뽀송 했음 좋겠어요^^'], ['맞아요~ 물이 다 채워져서 소리나면 비우시고 하시면 되요. 스타일러 제습기능 진짜 좋아요.전 비올때 장농, 서랍 문 다열고 한번씩 제습하는데뽀송해요.또, 빨랫대 방에 넣고 제습해도 건조 잘 되요~근데 전기요금 걱정되요ㅡㅡ'], ['악 전기요금 ㅜㅜ 오늘부터 올랐다던데 쫌 걱정되긴하네요^^'], ['맞아요~'], ['ㅎㅎ 잘 맞게 돌린거같아 다행이예요'], ['작은 방 드레스룸 했는데 물통 2/3이 찼더라구요'], ['스타일러 제습기능 온습도계 확인하니까 습도 빨리 내려가더라구요!! 좋아여'], ['넵...\n진짜 습함 잘 잡더군요...\n저도 놀랐습니다...\n물통으로 가득 나와요...\n거실입니다...ㅎㅎ'], ['안방에 있어서 드레스룸에 옷장문 다 열어놓고 안방문닫고 스타일러로 실내제습해요~ 잘되더라구요ㅎ'], ['제습도 되고 향기도 나더라구요 저도 이번에 해봤는데 좋았어요']]",2022.07.01. 14:17
비달사순 에어스타일러 후기,"하도 염색을 많이해서 머리 끝이 다 상하는 바람에 이번에 아예 중단발로 자르게 되었어요 ㅠㅠ맨날 긴머리만 고집하다가 중단발하니까 어떻게 관리해야할지도 모르겠고맨날 묶고 다니다가 이번에 맘먹고 비달사순 에어스타일러 구입했어요ㅎㅎ드라이어랑 볼륨, 스타일링, 브러쉬 다 되는 올인원 제품이라 하나 사 놓으니까 너무 편하더라구요머리 말리면서 c컬로 살짝 말아주면 세상 깔끔하고 스타일링 잘돼요흐 이제 사람답게 다닐 수 있겠어요","[['좋을거같아요 ㅎ'], ['머릿결 많이 상하거나 하진 않나요?'], ['네 전혀 안 상해요 진짜 강추요!'], ['후기 잘 봤습니다'], ['리뷰잘봤어요']]",2022.02.24. 14:06
"청주 가전 장만(스타일러, 워시타워 등)한 예비부부에요 ㅎㅎ",안녕하세요 ㅎㅎ 이곳 저곳 맛집만 염탐하다가 글 올려봐요 ㅎㅎ​청주 가경동에 신혼집 마련하고 자리잡은 예비부부에요 ㅎㅎ​연말연초에 정신없이 결혼 준비하면서 돌아다니고 코로나에 제약이 많지만 맛집도 다니며 즐겁게 살고 있습니다!​최근에 가전을 계약하고 집에 들였습니다!ㅎㅎㅎㅎㅎ 카페가 LG랑 제휴업체로 되어있네요!! 운명!!!​삼성에서 견적이 괜찮은 듯 하여 하려다가 엘지전자의 네임벨류를 포기할 수 없어서 오래 헤매이다 찾은 아름다운 견적의 보물이네용ㅋㅋ​먼저 스타일러 S5ROC.AKOR 브라운 이에요!!,"[['스타일러 좋죠.지방 장기출장 갔을때 묶었던 모텔방에 스타일러 있었는데 아주 요긴하게 썼었답니다.'], ['스타일러비싸죠.사고싶은1인입니당^^']]",2022.01.03. 14:20
스타일러 구매하시나요??,"이제 슬슬 가전을 알아보는 중인데요~다들 스타일러 구매 계획이시거나 이미 사용하시는 분들 계신가요?????처음에서 필요없다고 생각했었는데 친구집가서 사용해보니 너무 좋더라구요!잘 사용하는 사람들은 자주 잘 사용하구 또 있어도 잘 안쓴다고 사람도 많더라구요~스타일러에 가장 기본적인 탈취기능과 자주 세탁하기 어려운 니트, 정장, 코트 등 활용도가 높다.옷뿐만아니라 얇은 이불이나 쿠션도 살균관리 할 수도 있고, 등등.. 장점이 정말 많은 것 같긴해요!코로나 및 각종 세균 관리도 매일 할 수 있구요~스타일러 돌리고 나면 향균시트 덕분에 향기도 너무 좋더라구요ㅋㅋㅋ나중에 사려구하면 안사게 될 것 같구... 가전 구매할 때 갖고 싶었던 것들 싹 다 구매하는게 나을 것 같긴해요~ㅎㅎㅎ지금까지 스타일러 없이 잘 살아왔지만.. 있으면 또 좋겠죠?ㅋㅋㅋㅋ​","[['저 지금 사진 올리신 블랙틴트미러 이번에 고민하다혼수 가전제품 사면서 구매했어요! 신랑이 생산관리 업무라 옷에 먼지가 많아서 샀는데 아직 사용 안 했지만 비싸도 후회 안해요!'], ['아 그래요?? 근데 진짜 있으면 후회안할 것 같긴해요~!'], ['스타일러... 제가사는 캐나다엔 10집가면 10집 다 없을것같고 20집 가면 한번쯤 볼까요..?ㅠㅠㅋㅋㅋ 한국은 정말 가전가구 천국이에요~~ㅠㅠ'], ['맞아요 한국 가전 진짜 좋은 거 많은 것 같아요ㅎㅎ'], ['저는 샀어요ㅋㅋㅋㅋㅋ 많이 안쓸까 싶기도한대,,,, 본가에서 쓰니까 확실히 편해요,,,🥲'], ['아 사셨구나~ 그쵸 있으면 옷두 더 깨끗하게 입을 수 있구 좋긴할 것 같아요ㅎㅎ'], ['좋은거 많이보면 다살까봐 안본척하고있는데.. 좋은가요?ㅋㅋㅋㅋㅋㅋ'], ['갖구 계신분들은 다 좋으신가봐요~ㅋㅋ'], ['본가에서 사용중인데 좋아요좋아! 아침에 딱 따뜻하게 준비된 옷 챡 입고 나가면 기분 최고!(겨울철엔 외투 냄새빼기 최고)'], ['ㅋㅋㅋ아 사용하구 계시는 분들이 많구나~'], ['넹넹!! 저 지금 본가에서 스타일러 사용중인데 진짜 좋아요!!!!아침에 씻으러가기전에 스타일러에 옷 돌려놓구 샤워하고 나와서 다 준비하고 옷 입으면 얼마나 따뜻~하고 좋은데요!!거기에 위생살균 기능도 있어서 요즘같이 미세먼지와 코로나 바이러스가 옷에 묻으면 제 월급통장처럼 탈탈탈 털어준답니다>_<제 신혼집 1순위 가전템이에요!!'], ['1순위까지.. 아 저두 걍 살까봐요ㅋㅋㅋ'], ['저두요..ㅋㅋ 저 진짜 ... 딱! 필요한것만 하자 하고 그중 쓸데없는것중 고르라면 전 공청보다 스타일러 사고싶어요ㅠㅠ!!'], ['ㅋㅋㅋ그쵸 딱 필요한것만 사려구 했는데 자꾸 추가추가가 되는..'], ['신혼집에 스타일러 사서 몇번 사용했는데좋아요 ㅎㅎㅎ미세먼지잇는날 입엇던 외투 바로 돌리고비오는날 비 맞아서 축축해진 옷도 돌리고 아주좋아여'], ['그러게요 있으면 항상 옷은 뽀송하게 입을 수 있겠네여ㅋㅋ'], ['애기있으면 더 잘 사용하게 될 것 같긴해요~ 인형도 샬균하구요~'], ['스타일러 너무 괜찮은거 같아용!! 미세먼지나 탈취(?)에도 효과 좋더라구요'], ['추천이 훨씬 많네여ㅋㅋㅋ'], ['저는 안해여!'], ['아 그러시구나~'], ['전 입주하는 집 옵션으로 있어요! 본가에도 스타일러 있는데 없었어도 살 것 같아요 ㅎㅎ'], ['우왕 옵션으로 있어요???좋네요!'], ['엄마집에 살 때는 안해주길래 독립하는 저는 사려고요!'], ['ㅋㅋㅋㅋ독립했으니깐 하고픈대로해요 우리ㅋㅋㅋ'], ['저희는 아마 사지 않을까 싶습니당! 예랑이가 꼭 사고싶다고..ㅋㅋㅋㅋㅋ'], ['구매하시는 분들이 훨씬 많은 것 같아요ㅋㅋㅋ'], ['잘 안 쓰는 사람도 많다더라구요. 특히 정장 잘 입는 직업이 아니면 활용도가 떨어지는거 같아요세탁이 되는 것도 아니구, 결국 세탁은 따로 맡겨야하는거구요스팀 다리미도 귀찮아서 잘 안쓰는 저라...ㅋㅋ 저는 스킵하려구요!']]",2022.03.29. 14:33
LG스타일러렌탈 외투는 이제 빨래 없이도 계속 입어요!,"겨울철에 자주 입게 되는 롱코트와 패딩이제는 겨울을 서서히 벗어나면서 날이따뜻해질 시기지만 언제든 사계절 내내어느 외투든, 어떤 의류 옷감이든 간에관리 해주는 의류관리기가 있으면 좋죠.​오늘은 이처럼 사계절 내내 의류를 전문관리를 돕는, LG스타일러렌탈을 진행하신고객님의 후기를 함께 보도록 하겠습니다.제품 모델명은 S5GOC LG트롬 오브제컬렉션5벌형 스타일러 모델로, LG 스타일러 구매를고민 중이신 분들께 도움이 되길 바랍니다 :)​[S5GOC] 모델 렌탈 진행하신고O민 고객님의 후기입니다.","[['좋더라고요 잘보고갑니다'], ['갖고싶넹'], ['잘 보고가요!'], ['사용해보고싶었어요!']]",2022.01.26. 12:45
샤 스커트 주름 구김(스타일러 사용후),오늘 받은 새 스커트인데 스타일러 살균 모드를 돌리고 보니 이렇게 가로줄이 엄청 생겼습니다 ㅠㅠ헌 옷 같이 되어버렸네요 ㅠㅠ스팀다리미질 해도 도저히 없어지지 않아요 ㅠㅠ세탁소에 맡기면 없어질까요? ㅠㅠ,"[['바닥에 놓고 다리는 스팀다리미로 다려야 주름이 펴질수 있습니다. 세탁소에 맡기면 회복될수 있을 것 같습니다.'], ['그것도 시도는 해봤는데 너무 잠깐이었을까요? 바닥에 놓고 다리는 스팀다리미로 스팀내면서 했는데 그대로였거든요 ㅠㅠ'], ['그 방법외에는 방법이 없으며, 스팀양을 많이 주면서 힘을 주어 최대한 꼼꼼하게 다려줘야 합니다.'], ['스타일러에는 긴옷은 넣으면 안됩니다밑에서 뜨거운 김이 올라오기 때문에 긴옷을넣어면 형태변화가 생깁니다특히 바바리코트는 절대안됩니다들뜸발생']]",2022.04.27. 00:10
스타일러 만족하시나요?,처음 사용해봤는데..사용후에 뽀송한 느낌이 아니예요.원래 그러한가요?잘못 썼나🤣🤣​,"[['겨울패딩이나 코트빼곤 잘안하게되더라구여. 여름엔 그냥 방치중여🤣  셔츠입는사람도없구해서여'], ['겨울옷엔 아주 유용할것같아요~증맬'], ['저도 스타일러 구입 전이라서 효과가 너무 궁금했는데요~ 효과가가 많이 없나봐요?'], ['제가 사용법을 익히지못해서인지 ..안뽀송한 느낌이ㅠ'], ['저두 겨울엔 패딩등 매일 빨기 그러니 잘 써지던데 여름엔 옷걸이 수준이네요🤣'], ['아..겨울에 유용템인가봐요ㅎ'], ['여름빼고다잘써요ㅋㅋ뽀송한거는겨울패딩이나 니트류가뽀송해지는거같아요ㅎ'], ['아..여름엔 덜 유용한가보네요..😅'], ['금방 꺼내면 뽀송하진 않아요 물이용 하니까요\n문열고 조금 두면 뽀송~\n'], ['아하~~문을 좀 열어두는게 뽀인트였네요'], ['여름엔 건조기능 많이 써요.그럼 더 뽀송 옷 줄어들 걱정도 없어요'], ['아..건조기능을 잘썼어야나봐요...']]",2022.07.10. 09:07
세종본점에서 스타일러. 올레드tv 구입했어요.,스타일러 보러 왔다가 올레드tv에 시선이~~~직원분의 입담... 티비의 화질과 기능...에 구입했어요.유선도 없는 집인데 앞으로 유선도 달아야겠네요.김철수매니져님 감사드립니다 기분좋게 구매하고가네요,[],2022.01.23. 16:09
스타일러형님 아직까지 왁스 기운이 있네요,안산 세차때 왁스 먹인게 아직까지 살아있네요 그때 세차하고 한번안했거든요 ㅎㅎ  비오는날 처음 세워놔서 그런건지 ㅋㅋ,"[[''], ['보라매님도 아직 살아있네요'], ['전 요즘 자주 먹여요 ㅋ'], ['더우신데 힘드셨겠어요'], ['비올때 타면 빗방울이 날라 다닙니다. 사진에 저 길들 방울이 뭉쳐 날라다닌 자국 ㅋㅋ그맛에 먹이는거죠 ㅋ'], ['맞아요 비올때 기분이 좋긴해요 ㅎㅎ'], ['물왁스도 3개월이상갑니다. ^^요즘 왁스가 아주 좋은듯합니다.... 옛날에 고체왁스질 해놔봐야.... 비 두번 맞으면 도로아미타불되던...그런 시절이 아니죠.. ^^'], ['네 그런가 봐요 스타일러형님이 좋은 왁스라고 했거든요 좋은것같아요'], ['이맛에 왁스 먹이죠~'], ['맞아요 비오는날이.최고긴해요\n'], ['집사람차도 그려 ㅋㅋ 비와도 안더러워져 ㅎㅎ'], ['그러니까요  유지가 오래되네요 ㅎㅎ']]",2022.07.23. 21:54
