TITLES,REVIEW,COMMENTS,TIME
장마철 스타일러 사용,나만의 장마철 팁스타일러로 옷은 상쾌하게제습기능 사용으로 더  뽀송뽀송하게~~~,"[['저두~~계속 이용중이요'], [''], ['제습 누르고 문열어놓으면되나용?'], ['네~']]",2022.07.08. 20:40
[스타일러 by주부생활] 바이탈뷰티 굿슬립가바 365 품평단 모집,[스타일러 by주부생활]바이탈뷰티 굿슬립가바 365 품평단 모집 품평단 응모하단 링크를 통해꼭 개인정보를 작성해주세요.,"[['신청합니다~'], ['신청합니다.\n아이 낳구부터는 수면의 질도 떨어지고 살도 많이 찐 저에게 딱 필요한거네요 ^^'], ['신청합니다. 빨리 잠들지도 못하고 숙면을 취하지 못한다는 기분이 많이 들어서 편안하게 잠들고 깨기를 바라는 마음에 신청합니다.'], ['신청합니다~~\n자면서 자주깨서 자도 아침에 계속 졸리더라구요~꿀잠자고 싶어요!'], ['신청합니다\n'], ['신청완료요:) 정말 잠을 깊이\n못자서 신청했어용..!!'], ['신청폼직성완료. 신청합니다'], ['잠 못자고 카페 보다 응모합니다'], ['신청합니다'], ['신청 해요'], ['신청했어요.'], ['아 ㅜㅜ 저는 예전에 잠이안와서 수면유도제까지 먹었었는데 이게 다음날까지 기운이 빠지고 정신이 몽롱해져서 지금은 안먹고있어요. 진짜 심하게 못잘땐 푹 자는게 소원일정도로 수면장애가 있어요 ㅜㅜ 아이들이 다 컸는데도 아직도 2~3시 겨우 잠드네요. 이런게 있다니 먹고 효과있었으면 좋겠네요.'], ['신청완료'], ['신청했어요']]",2022.07.21. 14:06
"lg 견적 참견 부탁드려요!!(TV, 냉장고, 워시타워, 스타일러, 청소기, 에어로타워)",TV : 21년형 65인치 C형냉장고 : 크래프트 얼음 생기는거스타일러 : 5구​LG전자 베스트샵에서 첫 견적 받아봤어요 ! 적정 가격일까요??,"[['아니요 !!!! 비싸요!!!!'], ['헉 비싼편이군요 ㅠㅠ'], ['에어로 타워는 빼시고 구매하시고 포인트가 들어오면 포인트로 에어로타워를 구매하세요혼수 할인을 받아서 ㅎ발품 파시면 저렴한데가 분명히 있을 꺼에요 ㅎ인터넷 가입도 따로 알아보세요 더 많은 혜택을 받으실 수 있어요 못해도 70만원'], ['인터넷 가입 47 받았어용\n에어로타워 넣은게 1500넘기려고 넣었거든요 ㅎㅎ 아직 한군데밖에 안가봤으니.. 역시 발품이 답이겠군요ㅠㅠ'], ['네 베샵 판매자로써 비싼 거 같아요 발품 파시면 제가 예기한 대로 파는 데 있을 꺼에요 ㅎㅎ'], ['이정도면 금액이 비싼거군요 ㅠㅠ'], ['엘지는 할인율이 많지않은것같더라구요 ..']]",2022.08.10. 15:36
LG 스타일러 S3BF1 실사용 후기,"예랑이가 양복을 매일 있는편이라 스타일러스는 필수 가전이었어요 거기다 외식을 하고 와서 고기 냄새가 나는 옷 가지를 드라이를 바로 맡기지 않고 스타일로를 돌릴 수 있다는 점도 너무 매력적이고, 미세먼지가 심 하니까 외출에서 운동을 한다던지 활동적인 일을 보고 오면 스타일러를 꼭 돌리는 편이에요코스는 바지 관리 모피 또는 가족 관리 정전기 제거 청바지 관리 등의 순서로 변경할 수 있고 핸드폰과 연결 해서 스타일러 코스를 제가 직접 작동하지 않고 돌리는 기능도 있지만 제가 귀차니즘이 심해서 실제로 사용하고 있지 않습니다쓰다 보니 스타일러가 상의 2개 하의 1개 밖에 들어가지 않아서 두 벌을 한꺼번에 돌리는 것이 불가능 하더라구요 가전은 역시 거거익선이라는 말 처럼 자리 좀 차지 하더라도 처음부터 더 큰 스타일러를 샀어야 했을 것 같아요 물론 그렇지만 스타일러가 아예 없는 것보다는 있는 게 훨씬 유용 하다고 생각해요","[['엘지 스타일로 좋아요 애용중 ㅎㅎ'], ['스타일러 저도 5구 나서 알차게 쓰고 있네요 ^^'], ['저는 오빠 에어드레서 사줬는데 안 사줬음 어쩔뻔 하게 잘 사용하더라구요 ㅎㅎ'], ['저도 추가적으로 사고싶은 가전이 스타일러에용 좋아보여용'], ['역시 거거익선인가봐요!! 에어드레서도 스타일러만큼 좋겠죠?'], ['진짜 하나 사두면ㅋㅋㅋ옷 주름도 펴지고 세탁비 절감되더라구용ㅎㅎ'], ['스타일러 가지고 계신분들은 정말 추천한다고 하더라고요.'], ['스타일러 있으면 완전 좋다고 하더라구용!ㅎㅎ저도 알아봐야겟어용'], ['저도 오브제스타일러사용중인데 완전 좋아요~!'], ['스타일러 안써봣는데 좋나여1?ㅎㅎ'], ['저희도 처음에는 가격 때문에 3구로 견적 받았다가 결국에는 5구로 바꿨어요! 확실히 거거익선이 맞나봐요~'], ['스타일러ㅜㅡ저도 사고싶네요오']]",2022.04.11. 08:49
LG 스타일러 S5BOC 후기,​신혼가전 후기- 현재 너무나도 잘활용하고있는 LG 스타일러 후기를 쓰려고 합니다!​저희는 백색가전은 LG여야 한다는 양가 어른들의 말씀에따라..ㅋㅋㅋLG가전제품으로 싹 맞췄습니다. ​요즘에는 의류관리기를 신혼가전으로 같이 마련하는 경우가 많더라구요굳이 스타일러까지 사야할까 싶었는데.. 미리 사서 쓰고계신친정엄마의 강력추천으로 스타일러 까지 무리해서 같이 구매하였습니다.써보니까 역시..없는것 보다는 있는게 좋더라구욬ㅋ​3개랑 5개 옷걸이 달린 버전이 있는데,"[['저두 스타일러 고민하다가 에어드레서 햇눈데ㅠㅠ'], ['3구보단 5구가 좋져저두스타일러 너무 잘쓰고있어요'], ['저도5구 베이지인데 잘쓰고 있어요'], ['저두 가전할때 사려구요 ㅎ 다들 만족하더라구요 ㅎ'], ['청바지나 겉옷 관리된다니 저도 고민해봐야겠네용'], ['스타일러 필수템이죠 여즘 ㅎ'], ['스타일러도 역시 엘지네요!']]",2022.05.08. 14:26
오브제 워시타워 + 스타일러 패키지 특가 세일,마감되었습니다카페에 위치한 견적 문의방으로 문의 주세요​오브제 워시타워 + 스타일러 패키지 특가 세일​가전플래너에서 의류관리기를 패키지로 더 저렴한 가격에만나볼 수 있는 초특가 세일 행사를 준비 했는데요​가격 문의는 해당 게시글에 댓글 남겨주시면 담당자가확인 후 메일로 할인된 가격 안내를 도와드리고 있답니다​<행사 모델>W20ENZM (오브제 워시타워)+S5BBP (오브제 스타일러)​​​엘지 오브제 워시타워,"[['해당제품 및 25kg 제품도 가격부탁드립니다.'], ['안녕하세요 가전플래너입니다.행사 내용을 메일로 보내드렸습니다.'], ['안녕하세요 견적 문의드려요 다른 lg세탁기 건조기 세트도 같이 보내주실수 있을까요?'], ['행사 제품 외 가격 문의는카페에 위치한 <견적 문의방>으로 문의 주시길 바랍니다 ^^']]",2022.08.20. 13:49
엘지 스타일러,"판매자는 아래 사항을 꼭 기입해주세요. ​1. 사는 동: 망포역근처​2. 환불 여부: X​3. 거래 우선 순위(입금순/채팅순/댓글순/내마음가는대로): ​4. 거래 방법: ​5. 판매 물건, 상태, 가격:​",[],2022.08.26. 12:21
LG 스타일러 S5IB 사용 후기:),"안녕하세요:) 새로운 가전 후기가 생겨 먼저 스타일러에 대해 작성해보려 합니다!만족하며 사용하고 있는 제품이에요:)​저희 부부는 11번가 사이트에서스타일러 S5BI 모델(5구)로 구입했습니다!금액은 140만 원이고, 크기는 600x605x1960mm(폭, 깊이, 높이) 입니다.혼수 가전으로 구매할 때 함께 샀으면묶어서 더 저렴하게 구매할 수도 있었을텐데 그당시에는 정말 필요한 것만 사자! 싶어서 생략했다가 나중에 친정에서 선물로 사주셨어요ㅠㅠ​스타일러의 가장 큰 장점은 세탁하기 어렵고, 드라이하긴 부담스러운 옷을 깔끔하게 스팀 살균해주는 부분입니다!!고깃집에서 밥먹고 옷에 냄새가 배긴다거나,퇴근길에 갑자기 보슬비가 내려 집까지 걸어오는데 살짝 비를 맞는 등 본격 빨래!를 하기에는 조금 애매한데 안 빨자니 찜찜한 옷들을 한번 넣고 싹 돌리면 깔끔해지니까 너무 편해요ㅋㅋㅋ​3구와 5구 중에 고민하시는 분들께는 5구를 추천합니다!저희도 5벌까지 매번 돌리겠어..? 하는 마음에 3구를 살까 했지만 사진에 보이듯이 5구에도 3벌만 넣어도 꽉 차는 듯한 느낌이 들어서 5구로 구매하길 잘한 것 같아요:)​문짝 쪽으로는 '바지관리기' 가 있어정장을 자주 입으시는 분들은 유용하게 쓰실 것 같더라구요!","[['스타일러 정말 좋다고 하던데 후기보니 더 사고싶네용'], ['추천드려요:)'], ['맞아요~~ㅋㅋ 아주 편리해요:)'], ['무조건 워시타워랑 스타일러는 사야한다라고 예신한테 강조하고 있네요참치님 글 꼭 보여줘야게어용 흐흐'], ['오! 방금 워시타워 후기도 작성하고 왔는데 신기해요ㅋㅋ 영광입니다:) 두 가전 다 추천드려요 정말!'], ['의류관리기는 필수래요 저도 아직은 없는데 기대되요!!'], ['곧 편리하게 사용하실 날이 오시길 바라겠습니다:)!!'], ['저도 스타일러 고민많이 했었는데아주버님께서 사주셨어요~써보니 완전 좋아요 굿굿'], ['선물 받으면 너무 감사한 것 같아요ㅠㅠ'], ['고민하고 있는 제품중 하나인데, 뺄까 말까하는데 그 선택에 도움이 되었습니다.'], ['감사합니다:)'], ['아직사지는않았는데 스타일러 사고말거에요ㅋㅋㅋ조아보여요!!'], ['그럴 만한 가전이라고 생각해요:) 파이팅!! 하시길 바라겠습니다:)'], ['와👏 후기감사해요ㅋㅋ요즘 관심갖고있던 가전이에요ㅋㅋㅋ 더 사고싶네요'], ['저도 감사합니다:)'], ['스타일러 나올때부터 꼭 사야지했던 가전중에 하나인데 잘 구매하신거같아요! 5구짜리 기억해두겠습니다!'], ['감사합니다!!:)'], ['요즘 스타일러 필수템이라하더라구요 ㅎㅎ'], ['스타일러 넘 갖고픈데ㅠ!!좋아보여여~ㅎㅎ'], ['스타일러 찐후기감사합니당!'], ['저랑 신랑도 스타일러 욕심내는 중인데 정보 감사합니다!!']]",2022.04.18. 23:10
하아 아침부터 철수 바지10장다림 @.@  ( 스타일러는 바지 뒷쪽 잔주름까지 펴주나요?? ),저희집에 없는 최신유행가전 딱하나…. 스타일러.철수가 자꾸 스타일러를 사재요.. 저는 먹는거빼고는 소비를 지양하는 사람인데…스타일러를 또 어디다 두니?? ㅠㅠㅠㅠ 지금도 느짐 므니츰고이따…. 여기서…스타일러쓰시는분들께 질문요~바지 앞주름 ( 기계주름) 잡아주는건 알겠는데 한번입으면 무릎뒤가 자글자글 구겨지자나요… 스타일러넣으면 그 잔주름까지 펴주나요?? 저는 잔주름까지는 안펴진다고 어차피 다려야할꺼 스타일러 왜사냐고 구박을 해놓은 상태 ㅋㅋㅋ 우선은 안산다고 선언했으니 제가 뼈를 갈아넣어서 다려줘야죠 ㅠㅠ 한번입고 드라이 줄순 없으니까요 .. 앉아서 하루종일 뭉개니까 양복바지는 꼭 2개씩 구입하는데요… 오늘이 출근 9일차니까  골프바지 1개까지 9개 클리어… 아침부터 세탁소 영업중입니다.,"[['이번에 직장이바뀌는바람에 바지랑 와이셔츠입어야되는데 진짜미쳐요ㅠㅠ 그동안은 회사에 티셔츠입고가도되니 거의 정장입을일없어서 다림질을 한적이 손에 꼽거든요~ 깔끔하게해놓고싶은데 잘안되네요~ 매번세탁소가져갈수도없고..'], ['그래서 철수가 깔끔하고 일안하게 스타일러사재요… 저거보다 어케 더 깔끔하냐!! 라고 했는데 와이프 힘들까봐( 스타일러가 사고싶어로 읽어주세요) 라고 말은 하지만…. 한번입고는 다려서 햇빛좀 쐬여서 옷장 넣어놓는데 두번입고는 드라이를 해야하나? 고민중입니다… 정장입으면 넘 귀찮죠… 할일이 너무 많아요 ㅠㅠ'], ['바지 넣는칸이 따로 있어서 딱 고정시켜서 눌러주거든요. 근데 거기에 바지 한장만 들어가서 저렇게 10장 하시려면 10번 돌려야하는데 ㅠㅠ 앞뒤로 펴지긴 한데 저렇게 무릎 뒤 자글자글한건 100% 다림질처럼은 안될거 같아요. 힘들어도 다림질 만한게 없네요.'], ['그죠?? 제말이 이말!! 바지가 한칸이에요?? 제기럴…. 5벌중에 한벌이요?? ㅋㅋㅋㅋㅋㅋ ㅠㅠㅠㅠ 자글자글한건 안펴진다니까 제말을 못믿고 이놈인간!!! 역시 사람손이 쵝오!! 근데 피곤 ㅋㅋㅋㅋ'], ['그건 걸어놓는곳이고 바지 주름 관리해주는 칸은 한칸 문에 붙어있어요. 바지 걸고 문 닫아주는. 말로해서는 설명이 좀 어려운데 여튼 문에 붙어있어요. 거기에 바지 넣고 눌러줘야 다림질 처럼 효과가 있거든요. 그게 하나 ㅠㅠ'], ['아하!! 이해했으요~ 판떼기가 눌러줘야되니까…. 그런구조군요!! 자세한 설명 감사해요~~~역시나 안사야겠어요 ㅋㅋㅋㅋㅋ'], ['으 맞아요… \n저는 스팀으로 쓱쓱 펴줘요 ㅠㅠ'], ['전 또 스팀은 잘 안되는 느낌이라… 화만나더라구요… 제가 못해서 글켔지만요 .. 칼각이 나와야해서요 ㅋㅋㅋㅋ 스팀다리미로 꾹꾹눌러주는것이 짜응!!'], ['저도 다리미질이 젤 싫었어요~그래서 스팀을 샀지만.... 스팀도 돌리기 귀찮.....ㅋㅋ'], ['스팀이 손에 안익어소 그른지 전 잘 안되더라구요… 친정가서 몇번 해보다가 역시 스팀은 의미없다… 이랬어요… 스팀막 후악~~~나오는 레알다리미가 짱이더라구요 … 라떼아줌마라 그른가봐요 ㅋㅋㅋㅋ'], ['스타일러에 바지 넣으면 저렇게까지는 안되기는하는데....  퇴근해서 바로 스타일러 돌리고 좀 걸어놓으면 담날 입을 수 있을 정도는 되더라구요ㅎㅎ 저는 만족해요!'], ['세미정장정도는 가능하겠어요~~ 저는 칼각을 원하는자라 ㅋㅋㅋ 근데 회사에 스타일러가 있대요… 거기서 자켓은 해결하라고 해야겠어요 ㅋㅋㅋ 남편이 정장입으니 제 할일이 느무 많네요 ㅠㅠㅠㅠ 수시로 드라이 맡겨, 와이셔츠 목때 제거해서 세탁소 맡겨 , 와이셔츠도 수시로 맞춰… 세미정장 입고다닐때가 매우 편했네요.'], ['와... 부짜부짜님 존경해요ㅠㅠㅠ.... 저는 신랑 정장입고 다니는데 그냥 세탁소와 스타일러로 모든걸 해결합니다ㅠㅠㅠ 흑흑.... 셔츠 하나 다리는데 삼십분 넘게 걸리는 똥손이라ㅠㅠ........ 존경해요ㅠㅠㅠㅠㅠ'], ['제가 존경하고 그럴만한 인물이아니에요 ㅠㅠ 저도 와이셔츠는 15분씩걸리고 신경질나소 세탁소 맡긴다고 위에 써놨 ㅋㅋㅋㅋ 근데 세탁소에선 목둘레가 깨끗하지 않게 세탁되서 목은 한번 빨아줘요… 결국 세탁소서 빨을거 또 빨아서 보낸단얘기죠 ㅋㅋㅋㅋ ㅠㅠ 남편이 다림질은 잘해서 본인이 다려입었었는데 이제 시간이 없어서 저에게 모든게 넘어와서 떠맡은거일뿐… 떠맡은거 좀더 열심히 하고있을뿐입니다 ㅠㅠㅠ'], ['맞아요 스타일러는 판이 하나고 저만큼 다릴수 없어요  그냥 그날입었던옷 청결하게 관리하고 나갈수 있는걸로 만족해요 ^^'], ['그죠그죠?? 댓글을 보여줘야겠어요. 내말을 좀 믿어라!!! 철수양아 ㅋㅋㅋㅋㅋ 그죠 털어주고 세균없애주는건 좋은거같아요~~~'], ['스타일러 안에 먼지제거하는게 싫어서 잘 안써요ㅠㅠㅠㅠ살림꾼 부짜언니 오늘도 리스펙'], ['오랜만이네요 놀고싶다님!! 잘지내죠??? 걍 사고싶나봐요 맥시멀리스트는 자꾸 뭐가 사고싶다면서요?? ㅋㅋㅋ ㅠㅠㅠㅠ 저희 친정가면 남편이 자기 옷을 넣고 스타일러를 글케 돌려요 ㅋㅋㅋ 리스펙해줘서 고마워요 ㅋㅋㅋ'], ['스타일러 말고 바지주름만 펴주는 기계가 있더라구요 ㅎㅎ 어릴때부터 아버지가 쓰시던데 그당시엔 해외에서 사오셨어요 ㅋㅋㅋ 아직도 이런 가전이 있는지는 모르겠지만 양복바지만 하시기엔 자리차지 않하고 추천드려요'], ['아 이거!! 외국 호텔서 봤으요!!!!! 아…. 저건뭐야? 이러고 말았는데…ㅋㅋㅋㅋ 지금도 있을것같네요. 직구하면 배송비가 많이 나올것같지만 장기적으로 고려해볼게요. 구글서까지 찾아봐주시고 감사합니다!!!'], ['저희 집에서 가장 오랜기간 가장 열일한 기계예요 ㅋㅋ 게다가 고장도 안나요…. 30년째…. 부짜님 집안일 한가지에서라도 해방되길 바라며….'], ['뭐 복잡할것도 없는거라 고장도 안나나봐요 ㅋㅋㅋㅋ 죽는날까지 그럴날이 없을것같네요… 스스로를 옭아매고 있으니 ㅠㅠ 흐엉 해방이란말 슬프네요 ㅠㅠㅠㅠㅠㅠ 저의 해방까지 신경써쥬시고 감동 ㅠㅠㅠ'], ['갓부짜부짜님..  다리미도 잘 데리시면..반칙이예요!!!!'], ['아하하하하 와이셔츠 다림질 못해요… ㅠㅠㅠㅠ ㅋㅋㅋㅋ 반칙아니죠?! 근데 바지는 걍 각잡고 펴면되니께 아무나 할수 있어요 ㅋ 사타구니쪽까지 디테일하게 다려주긴하죠 제가 또 ㅋㅋㅋㅋㅋ'], ['헉 양복바지 세탁소 언주고 집에서 빨아도 되는 거였나요???? 매번 세탁소 행인데...;; 지금도 세탁소 보내려고 쌓아뒀는데...;;'], ['눼?? 양복바지를 빤다고 안썼 ㅋㅋㅋㅋㅋ 드라이해놓은걸 한번입으면 구겨지니 다림질하고 햇빛쏘여주지요. 슈밴님은 한번입고 걍 세탁소행인가요?? 드라이도 자주하니까 옷이 금방 닳고 낡더라구요… 한번입으면 다리긴하는데 몇번입고 세탁소를 보내야하나 고민중입니다.'], ['아~~ 다림질 하시니 당연히 세탁까지 하시는 걸로 생각했네요..;; 입은 걸 다리면 때가 그대로 뭍어서 안 진다고 해서.. 2-3일 입고 내놓으면 바로 세탁소 보내고 했는데...  그래서 저렴한 양복 바지 돌려막기 하긴 했어요... 다려도 되는 거였네요...;;;'], ['그래서 무조건  옷이고 신발이고 하루마다 바꿔입고 신고하라고 하더라구요. 그게 덜 상하는 길이라고… 즈남편은 그래도 깨끗이 입는편이고 물론 땀은 좀 나고 아예 오염물질을 안묻히진않겠지만 하루입고 매일 드라이주면 1년이면 바지가 없어질것같아서 그렇겐 못하겠고 세번째쯤 줄까싶어요… 아 몰랑… 세탁소 사장님한테 물어봐야겠어요. 다려도 됩니다~~ 근데 폴리들어간건 텍보고 다리세요~'], ['진심 현모양처세요👍👍👍존경합니다!'], ['라임님 오랜만이에요~~!! 허허허 근데 즈집 철수가 그렇게 생각할까요??  ㅋㅋㅋ 존경까지 이리해주시고 감사합니다~~'], ['요즘 와이셔츠 다리는건 한 벌에 얼마인가요..? 그냥 링클프리 사서 좀 구겨져도 입으라 했는데 이 글 보니 맡겨야되나 고민돼요 ㅋㅋㅋㅋㅋ'], ['즈동넨 2000-2500원하던데요?? 크린토피아는 1500원이요. 링클프리가 몇번 입다보면 더 후줄근하더라구요. 그리고 링클프리도 좀 슬쩍이라도 다려야 좀 산뜻한맛이있어서 링클프리 안사요.. ㅋㅋㅋㅋ'], ['저흰 남편 양복입어서 재작년에 사서 출근하는날 제일 애용하는 가전이에요. 김냉없어서 김냉자리에 두고 쓰는데 그옆이 휑해죽겠어요. 그나저나 세탁소는 어디로 다니세요? 전 그냥 지하상가 다니는데 드라이비 올랐어요 ㅠㅠ'], ['어디가 좋은지 몰라서 여기저기 다 맡겨보고 있어요. 모든게 올랐으니 드라이비도 글켔죠 ㅠㅠ 하나씩 가격은 모르겠고 저번에 상가 맡겼더니 몇개 없는데 막막 8만얼마?? 왓?? 깜놀했어요. 댓글보고 저의 신념대로 안사기로 했어요 ㅋㅋ 칼각이 안되고, 커요 ㅠㅠㅠㅠ 남편회사에 있대요. 근데 바지를 벗어서 돌릴순 없어서 ㅋㅋㅋㅋㅋ 윗도리만 털어입으라고했는데 집에사고싶은가봐요. 내가 살거같냐??!! ㅠㅠ'], ['몇년전 저희 남편 지방발령받고  자취가전으로 본인이 직접 가져간게 스타일러였어요. 사실 쓰려고 산건 저였는데 ;;;저는 귀찮아서 못쓰는걸 저희 남편은 정말 부지런히 쓰더라구요. 물론 다림질만큼은 못되서 무릎뒤 주름까지는 아니지만 앞 주름 정도는 잘 잡히는듯요. 제 동료가 지방출장가서 제 남편을 우연히 보고왔는데 라떼남편은 혼자 살아도 바지주름이 딱 잡혀있다며 깔끔히지내시는 것 같다고 그러더라구요. ㅎㅎ 그날 입은옷은 한 벌일테니 입은옷만 매일매일 관리한다 치면 저는 스타일러 좋은듯요. 즤집은 남편최애가전입니다 ㅎㅎ'], ['혼자살면 좋은 가전같아요. 입고 걍 훅 넣으면 관리해주니까요…남편이 얼마전까진 회사에 캐쥬얼데이도 있고 세미정장되는 회사에 다니다가 갑자기 확 정장입혀보내니 제가 넘나 바쁘네요… 지방엔 제가 없었으나 지금은 같이 살게되었으니 걍 제가 하겠어요… 저는 뒷주름도 제거해 주면 사려했는데 댓글보니 아니였어요 ㅠㅠ 회사에도 있대요 스타일러가 …거기서 윗도리만 관리하라고해야겠네요 ㅋㅋㅋ'], ['철수가 매일 12시 1시에 들어와요 ㅠㅠ 물리적으로 시간이 읎네요'], ['정장바지 만큼은 드라이가 맞습니다.ㅠㅠ집에서 다리미로 바지 다리다가 줄 잘못 잡히면 그게 또 참 난감합니다.'], ['드라이가 맞긴한데요…한번입고 드라이하면 1년못가 거지바지 될거같아서요… 몇번입고 드라이줄지 고민입니다. ㅠㅠ'], ['와.....진짜 다림질 넘 잘하시네요😍\n저는 다리미가 장식품이에유😂\n저는 다림질 너무못해서 남편꺼 제꺼다 구김안가는 바지만삽니다ㅠㅠ'], ['바지만 겨우하는거에요 ㅋㅋㅋㅋ 구김안가는 바지 입을수있는 회사다님 좋겠어요 ㅠㅠ'], ['바닥에 앉아서 짜글짜글하게 난 주름은 덜 펴지지만 의자에 앉아서 난 덜 짜글한 주름은 거진 다 펴지던데요 물론 전 제가 다리기 싫으니까 산거고 다림질이 익숙하고 크게 힘들지않다하시면 그냥 손으로 다리는게 최고지요\n전 살림은 최대한 기계의 손을 빌리자는 주의라ㅎㅎㅎㅎㅎ'], ['바지는 그나마 괜찮아요 ㅋㅋㅋㅌ 살림은 도구발이라던데 저는 섭리를 거스르는 뇨자 ㅠㅠ 몸으로 떼웁니다 ㅋㅋㅋ'], ['전 셔츠다리는건 쉬운데 다리 주름잡는게 넘 어려워요ㅜㅜ 앞자락에 항상 대여섯개 주름 만드는 ㅠㅠ 비법공유해주세요'], ['맨밑단을 잡고 맨위를 팽팽하게 잡고 주름잡혀있는대로 다리심 되는데요… 셔츠잘다리는 능력자님께서 바지를 못다린다는게 말이됩니꺼??!! ㅠㅠ'], ['저는 다림질하믄서 칼각에 희열을 느끼는 타입이라…ㅎㅎㅎ 철수가 돈만 잘 벌어다 준다면야 바지 10벌 매일도 다릴수 있을거 같아요 ㅋㅋ 도움이 안되는 댓글이라 죄송 😂'], ['저도 칼각추구해요 ㅋㅋㅋㅋ 음 돈을잘벌어온다해도 매일 10장은 못다리겠어요 ㅠㅠ 다림질한다고 정신줄놔서 아이 아침에 물이랑 수저 못챙겨줬어요. 이런적은 또 처음 ㅋㅋㅋㅋ ㅠㅠㅠㅠ'], ['어머니..... 다림질도 잘하시는군요 역시... 멋지십니다👍👍  저 오랜만에 와서 지난 글 다 보고 왔어요 합가라니요ㅠㅋㅋㅋ 축하(?)드려요....!! 전 주말부부 시작..(결코 자랑이 아님미다)ㅋㅋㅋ 저희 남편도 올초에 이직했는데 요즘 딜 큰 거 하느라 야근이 잦아요 아직 젊어서 부짜님 남편분 정도의 책임자 위치는 아니고 실무자요 ㅠㅠ 아무리 그래도 제가 부짜님의 청소는 몇 번 따라해보았으나 다림질...은.... Naver.....☆...ㅋㅋㅋㅋ 우리철수 미안해...ㅋㅋㅋㅋ큐ㅠ'], ['어머니라 부르시니 딸이라고 칭해야겠어요 ㅋㅋㅋㅋ 어머!!! 주말부부시작!!?? 요즘 덕을 쌓았나봐요~~ 이거슨 필시 자랑임!! 지금 9시되면 청소기 돌리려고 시동걸고있는데 화장실 보니 답이 안나오 ㅠㅠ 8시간만에 이렇게 드럽힐수 있는가… 그의 한계는 어디인가??!! ㅠㅠㅠㅠㅠ 바쁜 젊은남편좋겠다요 ㅋㅋㅋ 남편회사에 애기들은 ( 30대초) 거의 매일 새벽 3시에 퇴근한대서 짠…. 인턴들은 기계고요 ㅠㅠㅠㅠ 다림질은 네이버에서?? ㅋㅋㅋㅋ 오타겠지만 네버라고 고쳐줘요. 나 영어갈친단말이에욧!!!!! ㅋㅋㅋㅋㅋ 오늘도 굿데이되요 따님!!!'], ['부짜님처럼 청소도 음식도 다 부지런히 해주는 어머니가 우리집에 계시면... 조케써요 ...ㅋㅋㅋㅋㅋㅋㅋ  내가 하기 시름 ㅠㅠㅠ흑흑 그리고 네이버는 오타가 아님미닷~~~!!! 젊은이들이 쓰는 유행어(?) 같은 거예요 네버 대신에 네이버 ㅋㅋㅋㅋㅋ 영어 가르치실 때 써먹어?보시길 ㅋㅋㅋㅋ 즐거운 주말 보내세용 🤗'], ['아 나 개화기사람 인증했어요 ㅠㅠㅠㅠ 어머 어뜨케요  쥐구멍~~!!!!! ㅋㅋㅋㅋㅋㅋ 아가줌마님 댓글달다가 대댓글 달러왔어요… 엄청빠르쥬??? 일케 요즘 언어 배워가요~~~ 감사합니다. 즈 아이들은 초딩이라 전 초딩언어만 구사하거든요…꾸꾸르삥뽕 어쩔티비 저쩔티비 ㅋㅋㅋㅋㅋㅋ']]",2022.05.19. 09:41
엘지 스타일러 박스만 개봉한 새상품 판매해요,"판매자는 아래 사항을 꼭 기입해주세요. ​1. 사는 동: 동탄​2. 환불 여부: 안됨​3. 거래 우선 순위(입금순/채팅순/댓글순/내마음가는대로): 입금순​4. 거래 방법: 직거래​5. 판매 물건, 상태, 가격:박스만개봉함",[],2022.08.16. 14:31
취중 공부 더하기 취중 운동🤣 스타일러를 이용한 옷방 제습,막걸리 한 병 마셔서 취중이라 하기엔 상당히 부끄럽지만~~ㅎ 더 마셔야 했는데^^​아들 공부 시켰으니 저도 옆에서 영어공부 해야죠 낼은 아들 공부 안할테니 져는 내일꺼까지 다했어요 저는 대학교 다닐 떄도 술 먹고난 뒤 공부가 잘됐어요ㅎㅎ,"[['저도 요즘 문법 공부하는데 애가 제가 하는걸 보더니 왜 엄마거는 채점 안하냐고 ㅋㅋㅋㅋㅋㅋㅋㅋ'], ['저희 아들은 저 채점할 때 틀림 좋아하더라고요?ㅎㅎ\n엄마도 틀린다고~~ㅋㅋ'], ['공부도. 운동도 열심히 하시구 너무 멋지세요!!😍'], ['술 기운에 더 열심히 했지요^^']]",2022.06.30. 22:23
