,id,date,dateYear,dateMonth,dateDay,rating,userName,content
518,519,20220627,2022,06,27,1,댕꾸,구글계정 로그인 갑자기 풀리더니 서버오류로 안된다고 계속뜹니다
519,520,20191019,2019,10,19,2,Google 사용자,"로보킹 R46RIM 사용 중인데, 앱으로 청소 구역을 지정하는 기능은 없나요? 중국제에도 들어 있는 기능인데 앱에서 통 못찾겠어요. 그리고 청소한 구역을 맵핑해서 보여주는 것은 좋은데, 애써 만든 지도의 활용도가 없어요. 지도상에서 청소 금지 구역이나 청소 구역을 지정할 수 있으면 좋을 것 같아요."
520,521,20190728,2019,07,28,2,Google 사용자,사용할일이 거의 없네요 다른제품과 연동해서 전원이 켜지거나하면좋을텐데요 음성명령도안되고 에어컨 쓰는데 예약이 3개밖에 안되요. 취침시에 몇시간마다 켜졌다 꺼졌다 예약기능 이런것 좀 넣어주면 안되나
521,522,20210214,2021,02,14,1,박수연,"아 왜 로그인이 안되나요?? 기존 LG멤버십 가입되어있어서 로그인했는데 이메일 인증 하래서 했더니 계속 튕김,,,이메일 인증 했는데 로긴만 하면 계속 이메일 인증하래,,,아 놔,,,이메일 인증만 지금 20분 넘게 하고 있는데 비번 재설정도 해보고 멤버십가입 아이디로도 해보고 별짓 다했는데 로긴이 안됨!!!! 아 뭔 접속이 되어야 기기 찾기라도 해보지,,,아 이래서 안할려다가 공청기 설정할려고 깔았더니 별~~~진짜,,,진짜 앱 구림!!"
522,523,20190814,2019,08,14,1,Google 사용자,에어컨 전력량이 안맞습니다.에어컨에표시된전력양과 싱큐앱에 표시된전략량이 3배정도 차이가남니다. 실제 계량기와 에어컨자체 디스플레이되는 전력량이 일치하고 싱큐앱 전력량은 실제 계량기보다 3배정도 더 많이나옵니다. 많은 사용자들이 겪는 버그입니다..개선해주세요..
523,524,20190517,2019,05,17,2,Google 사용자,초기에는 알림이 잘 오더니 지금은 감감무소식입니다..알림 설정을 켜놔도 번번이 들어가서 작업이 완료되었는지 확인하기 무척 번거롭습니다. 재설치를 해도 마찬가지네요.
524,525,20190425,2019,04,25,1,Google 사용자,"정말 잘 사용하고 있었는데 업데이트가 되었는지 어쨌는지 몇주전부터 세탁기, 미니세탁기, 건조기 시작및 완료후 알림이 안오고 있어요. 앱을 새로 깔아도 그러고 기기등록 삭제후 다시 설정해도 그러고..저 말고도 이런 리뷰가 있는데 원인파악해서 빨리 개선 해 주세요. 폰 손에 쥐고 있으니 건조기 완료후 잠시 1초정도 진동으로 완료 메시지가 뜨고 사라져버려요. 폰이랑 어플 알림 설정은 수십번 확인했구요. 업데이트 하면서 뭔가 오류 발생같아요. 리뷰 첨 써보는데 얼마나 답답하면 리뷰를 다 쓰는지 이해해주세요."
525,526,20191208,2019,12,08,2,Google 사용자,세탁기는 원격 on/off가 안되니 쓸모가 없네요. 나만 외부에서 못키는건가?? 퇴근시간 맞춰 세탁 끝내고 싶은데 아침 출근길에 파워on시켜 놓고 가면 전원이 꺼져버림. 수동인지? 원격인지 모르겠음. 김치냉장고는 ThinkQ 기능을 왜쓰는지 모르겠음. 숙성 잘되고 있는지 모니터링 하는 기능인건지??
526,527,20220402,2022,04,02,1,야로티,공청 식세기등 뭐든 아무리해도 연결도 안되고 계속 와이파이 비번 입력하라고 나오고 뭐하는 앱인지 모르겄네
527,528,20211022,2021,10,22,1,Yoon Joshua,엘지 가전을 선호하는데 어플 완성도는 0점이군요... 삼성 따라가려면 한참 멀었네요. 동일 네트워크 설정되어있어도 네트워크 설정하라고하고 TV연동 몇번을 다시 해놔도 결국 사용불가이고... 요즘 시대에 너무 뒤떨어진 행보네요. 안타깝군요 엘지...
528,529,20220427,2022,04,27,1,HYEJEONG JI,에어컨은 어플로 제어가안되나봐요. 예전에 편하고 보기쉬웠는데 이젠 뭘하란검지모르겠어요. 상담도안되고 챗봇이란애는 앵무새마냥 햇단소리또하고 .. 하다짜증나서 어플지웁니다!! 전혀스마트하지않아요
529,530,20220502,2022,05,02,2,Hs kim,며칠째 네이버계정으로는 로그인 시도시 서버연결이 불안햐요라고 메세지 나오면서 접속이 되지 않습니다.
530,531,20220430,2022,04,30,1,Iskra Kim,실행안됨. 기존 등록 가전 정보 다 날아감. 짜증납니다. 약관개정 선택이되지않아 앱을 사용할 수 없음.
531,532,20220430,2022,04,30,1,이성재,아니 아이디정리하면 통합이란걸 모름? 뭐가등록되어있는지도안나와서 택일하게만들어놓고 장비다날라갔네... 연동시켜논거 어쩔거심...
532,533,20210114,2021,01,14,4,박성근,R969 로봇청소기 사용중인데 로봇청소기 업그레이드 진행시 99%완료후 접속이 안됩니다 AS 하시는기사분이 앱에 버그가 있는것 같다고 하셨는데 확인후 수정 해주세요 ~~ 추가로 로봇청소기 청소중 로봇청소기가 어디에 끼거나 움직일수 없을면 접속이 끊어지는 현상도 있습니다 혹시 끼거나 움지이지못할 일이 생기면 앱에서 청소기 가 도움이 필요합니다 등 알람좀 해주시면 참 좋을것 같습니다 ^^
533,534,20200513,2020,05,13,2,김태민,"원격은 끄기만 되니 실제로 별로 할 수 있는게 없는 듯 하네요. 그리고, 앱 구동만 하면 Wi-Fi가 자꾸 켜지는데, 집에서는 몰라도 외부에 나와있을때는 상당히 불편합니다. 해결 부탁드립니다."
534,535,20190819,2019,08,19,2,Google 사용자,삼성 스마트 띵스의 경우 기기 처음 연결할 때 빼고는 BT랑 WiFi가 지혼자 안켜지게 할수있는데 이건 아무리 찾아도 안보이네요. 삼성 어플 대비 기능 다양성 과 편의성이 너무 떨어집니다.
535,536,20191101,2019,11,01,1,Google 사용자,서버점검이나 업데이트 하고 나면 맨날 연결해제. 연결 되었으나 조절이 안될 때도 있어요. 무인 가게라 원격으로 난방 켜야 하는데 통제불능ㅠㅠ 송풍만 돌아가고 있네요. 춥다고 난리치겠네.
536,537,20201104,2020,11,04,2,임소정,제가 사용을 제대로 못하고 있는건지 몰라도 사실 이 기능이 왜 있는지 모르겠어요 제품을 내내 켜놓고 있는것도 아닌데 핸드폰 어플 열어서 쓰려고 하면 제품 꺼졌다고 연결이 안돼 있어서 쓸수있는 기능도 없구요 내내 켜놓는 공기청정기나 가끔 손대는거 말고는 스타일러 건조기 식세기는 이앱과 기능이 전혀 필요 없는것 같아요 아니 쓸수있는게 없다는 말이 더 맞는것같아요
537,538,20210615,2021,06,15,1,스님벗는중,"공유기 바꿔서 새로 등록할려니 연결이 절대 안되네 어플 뭐 이따구 입니까 ㅋ 연결 진행이 되질 않는데 어떻게 하란건지... 폰, 태블릿 5개로 진행했다. 예전엔 바로 검색되고 바로 잘되더만 어플 업데이트 때문인지 안되네. 아...어플도 지웠다 깔았다 5번 했다"
538,539,20201007,2020,10,07,1,JungSook Choi,"앱 업뎃 후 실행하면 먹통... 앱 실행하면 투명하게 되면서 먹통이 됨.. 푸쉬알람(예, 세탁기종료 등) 울린후 노티바에서 선택하여 앱을 열면 정상적으로 열림.. 최신업뎃판인데 언제까지 이렇게 써야할까요? 재설치하기엔 가전제품이 한두개도 아니고 재등록이 넘나 귀찮은데요.."
539,540,20220722,2022,07,22,3,세훈,업데이트후 네트워크 접속이원할하지 않다고 뜨네요(E1010)
540,541,20210802,2021,08,02,1,나주,"업데이트가 점점 산으로갑니까??? 가로로 보면 더 최악이구만, 앱이 광고 하고 틀립니다. 직관력도 부족하고, 설정 하나하나 할려면 숨은 그림 찿기 입니다. 기존 앱으로 롤백 하는게 나을거 같습니다."
541,542,20220511,2022,05,11,1,변지우,저기요 도대체 업데이트랑 개인정보 동의 왜자꼬 하는데요 한달 정도 지났나 또 개인정보 동의 틈만나면 업데이트 도대체 왜이런식으로해요??너무불편하네요
542,543,20220511,2022,05,11,5,바비,업뎃 후 에어컨 자동화 들어갔는데 로딩만 계속되고 안넘어가네요 어찌하나요
543,544,20190318,2019,03,18,3,Google 사용자,"너무 느립니다. 표시정보에 세부적인 부분이 떨어집니다(공기청정기 자동운전 중일 때, 현재 강중약 어느 풍량인지 등의 표시가 없이 자동운전 이라고만 표시되어 있는 등)"
544,545,20200328,2020,03,28,1,Google 사용자,공기청정기 구입 후 바로 어플로 연동해서 집밖에서도 공기청정기를 제어했었는데요 갑자기 연결이 되지 않네요 기기 삭제 후 다시 추가하려했으나 되지 않구요 어플도 업데이트하고.. 지웠다 다시 설치해도 기기추가가 되지 않네요ㅜㅜ 첨부터 안됐던것도 아니고 잘되다가 갑자기 왜이러죠?
545,546,20200615,2020,06,15,4,Moonseoyun MOONSEOYUN,어제까지 사용 잘했던 어플인데... 거실에어컨은 켜지는데 안방에어컨은 잡히질 않고 다시 등록하려고 내림버튼 양쪽을 누르고 있으면 띠디딩 소리만 나고 연결고 안되고 ㅠ 작년에도 이러다 되긴하던데 몇일 리모컨으로 사용해야겠습니다ㅠ 안되면 그때 문의해야겠네요ㅠ
546,547,20220705,2022,07,05,1,Marco,연결이 너무 안되고 ...물론 최신 업데이트 했습니다
547,548,20220706,2022,07,06,1,bo yi,"업데이트하고는 화면에 아무것도 안뜨고,,,뭐 하자는건지,,,와이파이연결만 20번하다 승질나서 관둡니다 나름 엘지 팬이었는데 안티할랍니다"
548,549,20220627,2022,06,27,5,등차수열,구글을 통한 앱 로그인이 안됩니다 일시적 서버 오류라고 하네요.. 빨리 고쳐주시기 바랍니다
549,550,20220702,2022,07,02,1,WJ Yang,쓰레기네 같은 네트워크에 연결된 자사 스마트TV도 인식 못하네...
550,551,20220627,2022,06,27,1,허범석,업데이트 하면 가전들 다 날라가고 ... 로그인도 안되고 정말이지 ..... 핸드폰도 접더니 이제 시업 전체를 다 접을려나봐요 ?..
551,552,20220627,2022,06,27,5,심미진,잘사용중인데 갑자기 앱이 튕기네요 ㅠ 저만 그런게 아닌거같은데 ...
552,553,20220705,2022,07,05,1,박은지,예전에 제품다등록해놨는데 없어젔어요업데이트되면서 넘불편해요
553,554,20220630,2022,06,30,5,주현우,워시타워와의 연동이 갑자기 먹통이네요. 제품도 다시 연결해보고 앱도 재설치 해보았지만 아무것도 표시되지 않습니다. 조치가능한 방법이 있나요? ---------------------------------------------- 조치 후 잘 작동됩니다. 감사합니다 ~
554,555,20220630,2022,06,30,5,mirinae K.,약관개정하라는 화면에 더이상 진행이 안되요
555,556,20210617,2021,06,17,3,PEEP,자동건조기능이 있는 듀얼에어컨 쓰고있는데 스탠드에어컨은 어플에서 자동건조기능 on/off가 가능하나 벽걸이는 그런 메뉴가 없습니다. 리모컨으로는 자동건조 on/off가 가능한데 버그인건지...
556,557,20220719,2022,07,19,1,WooGon Shim,Hejhome 과 연동하라면서 연동할 수 있는 경로가 없네요. 지난 업데이트 때도 그러더니.. 어디서 할 수 있나요?
557,558,20200919,2020,09,19,5,조수정,"벽걸이인데 예약설정도 잘 지켜지고 리모컨 전혀 안쓰고 폰만으로도 불편함은 크게 없음. 단, 폰으로 이용시 공기청정기능만 단독으로 켜는건 안돼서 그게 아쉬움."
558,559,20201111,2020,11,11,3,송민,기존 LG TV plus에서 제공하던 핸드폰 미러링 기능은 제공 하지 않는 건가요?티비에서는 이 앱에서 접속이 가능하다고 안내되는데 막상 연결해보니 미러링 기능은 보이지를 않네요. 기능이 살아있다면 안내부탁드립니다.
559,560,20210503,2021,05,03,1,박소희,"잘 쓰고있었는데 얼마전부터 tv가 연결이 안돼서,삭제하고 다시 등록하려는데 로딩만 걸리고 등록이 안되네요.한두번 안됐다가 결국 되면 화나도 마음이라도 풀릴텐데,계속 안되기만 하니까 화만나요.이 기능 쓰려고 가전을 전부 lg로 맞췄는데 이런식이면 제가 왜 이걸 사서 쓰나 싶네요."
560,561,20220622,2022,06,22,5,김나영,씬큐 짱~~~ 에어컨 리모컨 어딨는지 찾아다니지 않아도 돼서 편해요 ㅋㅋㅋ
561,562,20220430,2022,04,30,1,후히히,아니 약관동의해야 서비스이용가능하다며 클릭은 왜 안되는지 참 불편시럽네요 약관자체 동의 클릭이 안되는데 뭘 하라고
562,563,20190902,2019,09,02,3,Google 사용자,업뎃하고나서 제품이 자주 연결이 안되요 연결하면 버퍼링만 계속 돌다가 재시도하라고 안내나오고 사용하기에 좋은 어플인데.. 업뎃이 뭔가 잘못됬나봐요 어플삭제하고 다시깔고 디시 연결하고.. 업뎃다시해주세요 이전으로..
563,564,20200920,2020,09,20,1,pk k,업뎃 이후에 앱이 실행이 안됨. 앱이 열리긴 하는데 투명해서 배경화면이 다보임. 잘 쓰고 있는데 왜 자꾸 이상하게 건드려서 불편하게 만드는지 잘 모르겠음. 빨리 원상복구 해줬으면 좋겠음.
564,565,20191113,2019,11,13,1,Google 사용자,"업데이트 이후 서버연결실패 팝업창 뜨면서, 강제 종료됩니다. 아예 사용을 할 수가 없네요. 해결방법 부탁드립니다. 재설치해도 마찬가지고, 앱 이용 자체가 안됩니다."
565,566,20210722,2021,07,22,2,Hyunduk Kim,업데이트되면 청소기 m9 카메라가 외부서 볼수가 없어요 업데이트때마다 다시 리모컨 뷰어잠금이나 청소기본체에 모드버튼3초이상 누르라는 메세지뜨는데 수정부탁드려요 정작필요할때 집에 사람도없는데 어플업데이트됨 카메라 작동안되니 이기능땜에 일부러산 청소기인데 홈cctv로봇청소기 또 고민하게되네요
566,567,20190527,2019,05,27,1,Google 사용자,최근 건조기랑 세탁기 알람이 안옵니다. 뭐가 문젠지 앱들어가면 네트워크 불안하다는 메세지 뜨고 자꾸 꺼지네요 ... 지웟다가 다시 깔고잇는데 귀찮네요. 제발 되길 다시 깔앗더니 한동안 알림 되더니 다시 안되네요..ㅡㅡ 좀 고쳐주세요 엘지로 다 맞춘것도 팅큐한 앱으로 제어 하고 싶어서 가전제품 엘지로 다 맞췃는데 이게 작동이 제대로 안되면 제품 만족도가 이 앱때문에 반감되네요
567,568,20200428,2020,04,28,3,Google 사용자,전체적으로 안정성이 떨어짐 등록해둔 기기가 떨어지거나 인식이 안되는등... 하지만 전체적으로 기능은 만족 더 다양하게 컨트롤할수 있는것들이 차차 추가됐으면 좋겠음
568,569,20191118,2019,11,18,3,Google 사용자,코스 선택후 개별설정 셋팅이 가능하다 하셨는데요. 전원켜고 원격제어 연결하고 표준세탁으로 맞춰놓으면 앱에서는 다른 셋팅들은 비활성화돼서 수정불가하니 다시 한번 확인해보시지요. 관련 사진을 올리고 싶은데 여기선 안되니 메일로 보낼까요?
569,570,20210116,2021,01,16,3,검찰수사관,알림으로는 좋은 앱인데.. 관리하기에는 별로 인듯요.. 밖에서도 작업을 할 수 있으면 좋은데..안되는 것들도 좀 있네요.. 방에서 새벽에 건조기 자동으로 돌릴 수 있으면 좋겠네요~전원을 켜야 사용할 수있다는게 좀 많이 아쉽네요
570,571,20190717,2019,07,17,1,Google 사용자,잘시간 되서 서버 맛탱이 가고 점검하면 어쩌자는 겁니까? 온도 높이고 자려고 했더니 점검떠서 껐다 켰습니다. 매뉴얼에 인버터 에어컨은 자주 켰다 껐다 하면 연비 안좋다고 써놓고 고객한테 피해를 주네요. 신뢰감이 최악으로 떨어집니다.
571,572,20210313,2021,03,13,1,pгiиcе x и.ех.т,가전제품은 좋은데 씽큐는 쓸모없는 기능의 앱이며 솔직히 에어컨 외부에서 미리켜고 끄는거 빼고는 필요없고여 다시 켤수없는 건조기에는 왜 달려있는지 모르겠음 그냥 건조기의 경우 송풍기능이나 연장을 더하게 만들어 주시던지 건조기특성상 다용도실에 있어서 씽큐로 내부조명램프나 켜주길.. 티비는 리모컨보다 반응느린 리모컨 기능누가 사용할지 a/s기사님도 그거 왜 만든지 모르겠다고 하더군요ㅎㅎ 그리고 앱자체 속도가 아주느려요 개인이 만든 앱인줄 암튼 씽큐 편리하라고 만든기능 진짜 개선이 없으면 필요없는 앱입니다
572,573,20200827,2020,08,27,3,강한나,이 어플 켜면 폰에 블루투스랑 와이파이 기능이 자동으로 같이 켜져요. 왜 그런건가요? 에어컨 본체가 와이파이로 연결된까 그건 그렇다쳐도 블루투스는 왜 켜지는걸까요ㅜ 갤노트9 쓰고있습니다.
573,574,20220627,2022,06,27,1,Gu Gs,어플들어가면 왜자꾸로그인화면이 뜨나요 너무불편...
574,575,20210218,2021,02,18,1,Elida Kang,외국에 사는 사람들은 나라와 언어가 고정되어 있어 불편해요 러시아 러시아어만 선택할수 있게 되어있네요 나라마다 다양한 외국인도 살고 언어가 여러가지 일텐데 나라와 언어가 하나 뿐일거라는 생각은 도대체 누구 머리에서 나온건가요 한국어 선택하면 한국휴대폰 번호로 인증을 하라네요 다른나라에서는 인증하라고 하지 않으면서 왜 한국에서만 휴대폰 인증을 하라는 걸까요
575,576,20191023,2019,10,23,1,Google 사용자,거의 대부분 전자제품은 LG를 사용하고 있어서 스마트씽크에 등록할 때마다 기분좋게 한방에 될 때가 없네요. 등록중 표시가 한참이 되도록 아무런 동작이 없어서 나갔다가 들어오니 그제야 등록되어 있네요. 제품 하나 등록하다가 진이 다 빠집니다.
576,577,20210801,2021,08,01,3,바트,앱 실행할 때마다 연결 안 됨으로 뜨는 기기가 매번 바뀌네요. 그중에 시스템 에어컨은 제대로 연결되는 걸 본지가 언제인지.. 업데이트로 나아질 거라 믿습니다
577,578,20190815,2019,08,15,4,Google 사용자,다 좋은데 어플 내에 기기들 순서 변경이 안되는건 너무 불편하네요.. 먼저 등록한 순으로 밑으로 내려가버리니 정작 많이 쓰는건 밑에있고 그럽니다. 업데이트가 필요한 부분으로 생각됩니다.
578,579,20220604,2022,06,04,5,뇌절하는레몬,통세척 안한지 1달 넘은것도 정확히 맞혀서 놀랐어요~
579,580,20220519,2022,05,19,5,송영희,컴기능 사용에 못미치는 점이 늘 답답합니다
580,581,20220520,2022,05,20,1,피바다,로봇청소기 예약청소는 꼼꼼청소로 설정해 놓아도 자꾸 지그재그로 바뀌는지 이해가안됨. 어플을 자주 만져서 그런거라고 책임전가 할생각하지 마쇼. 집에 LG 가전은 로봇청소기 하나뿐이라 이거아니면 이따위 어플 사용안했을 테니까
581,582,20220525,2022,05,25,2,재대,자꾸 모 스마트뷰 중단됐다고 폰에서 화살표 아이콘 누르라는데 아이콘이 안뜬다고여 그럴때마다 연결해제햇다가 다시하야대는데 개 빡 치니까 좀 고쳐주세요
582,583,20220513,2022,05,13,3,박하영,업데이트 이후 에어콘 상세로 들어가면 먹통이됩니다 뒤로가기도안되고 어플을 꺼야함
583,584,20220623,2022,06,23,3,kyu seop shin,정수기를 추가할려는데 마지막 와이파이 연결화면에서 먹통이네요 그냥 화면정지 해결방법 알려주세요
584,585,20220512,2022,05,12,3,1269브라보,냉장고 조명 밝기 조절 기능이 업그레이드 되어서 설정에서 조절해보라는데 설정을 확인해봐도 조명 조절 기능이나 버튼이 없는데 어떻게 하는 건가요?
585,586,20220524,2022,05,24,1,_하늘,제품등록이 안되면 어쩌라는건지 ;; qr도 안되고 직접등록도 안되고 로딩만 하루죙일 주구장창 되고있는데 진짜 개쌍욕나오네 쓰지도못함ㅋㅋㅋ
586,587,20220616,2022,06,16,2,Frank Shin,서버연결이 불안하다면서 실행이 안됩니다.
587,588,20220712,2022,07,12,4,이선교,스탠바이미 구글 연동 부탁드려요. 스탠바이미가 thinq 앱에는 나오는데 구글 홈과 연동시 나오지 않습니다. 에어컨 냉장고는 구글홈과 연동되는데 이것만 안되어 좀 아쉬워요! 업뎃 부탁드립니다.
588,589,20200425,2020,04,25,3,Google 사용자,"티븨리모콘이 전원과 볼륨만 작동합니다. 그외채널변경,음성기능등등은 안됩니다.ㅠㅠ 유용하게 쓰고싶은데.. 한번 제거후 다시 앱깔았는데도 똑같습니다."
589,590,20191018,2019,10,18,1,Google 사용자,7.2x 어떻게 매일 점검을합니까 접속너무느리고 리액션속도도 못쓸정도에요 속도개선이시급한대 매일점검만하고 개선이안되네요 이래서야원 10.19 지금 에어컨 꺼야되는데 연결해제되서 계속돌아감 기본기능도 제대로 안되는데 평점 4.3? 앱쓰면서 이렇게 지속적으로 빡치게하는 앱도 없을 듯
590,591,20220627,2022,06,27,1,박우빈,아니 잘사용하다가 오늘들어가니 내부서버오류 와 나진짜 어이없어서 지금사람약올리는것도아니고 짜증이막 나네요
591,592,20210401,2021,04,01,5,S Y,업데이트가 되는것이 좋습니다. 앱으로 전자제품들을 조정하는것도 맘에 듭니다. 앱을 깔면 제품 등록 신호까지 나옵니다. 옛 버전제품은 안되는것이 아쉽습니다.
592,593,20190609,2019,06,09,3,Google 사용자,음 제품에 이상 유무와 잘 사용하고있는건지를 알아보려고 냉장고로 사용을 해봤는데 별 이상이없다네요 집에 벽걸이 에어컨은 작년에 산 신형인데 스마트 진단이 안되는제품이라네요^^; 이번주에 의류건조기를 샀는데 지금 돌리고있어서 조금 후에 사용해볼예정. ★건조기는 ★신세계★입니다. 정말 좋네요 근데 한번 이용시 보통 건조가 1시간 후반 또는 2시간반동안 돌아가는데 전기세가 100원정도라는 말이 아직도 실감이안나네요
593,594,20190814,2019,08,14,1,Google 사용자,별한개도 아깝다..접속하는데 한세월... 뭐 기능 누르는데 한세월 ..중국에서 연결된 샤오미는 한국에서 연결된 에어컨 보다 200배는 빠른거 같다. 기능? 거의 없다시피..켜진다는데 의의를.. 그냥 하지마라...부끄럽다
594,595,20220719,2022,07,19,5,Google 사용자,최근 약관 개정 동의 업데이트 시 터치가 안되는 분들 앱 삭제 후 재설치하면 터치가 다시 됩니다. 이거땜에 식겁했음
595,596,20210804,2021,08,04,1,0,씽큐가 정상적으로 작동을 안해서 몇시간 낑낑대면서 공유기 초기화하고 개난리 쳤는데 그래도 안되서 서비스센터 문의하니까 문제 파악도 안되고 있음. 전문 서비스 센터에서 전화준다길래 문제파악하고 전화주는건가 했는데 역시 문제파악도 못하고 있음. 기기들 다 삭제하고 다시 연결하고 있다니까 그렇게 해서 연결 안되면 수리기사 가야한다고 함. 수리기사 출장비는 대신 내주나? 멀쩡하던게 갑자기 안되면 지들 서버문제일수 있다는 생각을 안하나봄. 아예 기기들 다 삭제하도 계정 새로 파서 다시 연결하다가 아무리 생각해도 갑자기 안되는게 개별 사용자 문제가 아닌것 같아서 여기 오니까 불만 폭증중. 플레이스테이션 8/4일자로 평점1점에 불만 계속 나오는데 대체 문제파악 언제 하나 보자.
596,597,20190625,2019,06,25,1,Google 사용자,왜 컨트롤 하려면 블루투스가 켜지는지 같은공간에 두대를 운영하면 작동 안하는 에어컨 온도는 왜 지멋대로 내려가는지 그리고 점검은 하는데 뭘 점검 하길래 맨날 오류인진..LG를 응원하지만 참..안타까운 앱이네요. 아직도 점검이 안끝나는 답답함..
597,598,20210109,2021,01,09,1,김성민,"단연코 최악. 가전을 잘 만드는 엘지지만 핸드폰과 관련된 그 어떤 것도 엘지와 함께해선 안됨을 다시금 알려주는 어플. 사용의 불편과 오작동, 연결 끊김 문제 등은 스마트한 생활이 아닌 다시 과거로 돌아가고 싶게 만듬"
598,599,20190706,2019,07,06,4,Google 사용자,"좋아요. LG제품들 연결해서 쓰고 있는데 좋네요. 그런데 타회사 제품도 연결할수있으면 좋겠네요. 그리고 의류건조기 16kg 최신형으로 샀는데 연결이 잘 안되더군요. 노트9 내폰은 한참 기다리니 연결됐구요, 아내꺼는 갤러시A8 인데 아무리해봐도 연결이 안되네요."
599,600,20220227,2022,02,27,1,문정혁,와이파이 제어 설정 다 열어줘도 제품 등록시 와이파이 제어 열라는 글 뜬다. 이러니까 핸드폰사업 해체했지. 앱 만들 실력 없으면 그냥 깡통 선풍기나 만들어라.
600,601,20220307,2022,03,07,1,yeon j,업뎃할때 마다 등록한 기기 전부 리셋...;;;; 세번까지는 참고 재등록했는데 그냥 포기입니다... 안써요ㅠㅠ
601,602,20220321,2022,03,21,1,Poy TFT,회원가입 시 메일인증을 해야하는데 메일이 오질 않습니다. 스팸보관함에도 없고 그냥 인증메일이 안 오네요. 어떻게 가입 해야할까요
602,603,20220306,2022,03,06,1,최정미,앱 실행할때마다 재로그인 및 본인인증 뜨고 본인인증하고 들어가면 서버오류... 저만 그런거 아닌거 같은데 언제 고쳐주나요?
603,604,20220314,2022,03,14,1,체리체리,띵큐에서 등록한제품 사용설명서 연동되는 간단한기능도 안돼서 따로써야하는주제에 최신기술보유한양 홍보하는것은 허위과장광고라고 생각함
604,605,20220219,2022,02,19,1,이기,매번 업데이트나 그런거 때문에 어플 연결 끊어지고 동의하라고 뜨고 안하면 연결 끊어지고 편의를 위해 쓰는 어플이 맞나 싶네요
605,606,20220303,2022,03,03,1,모바사,티비 연결 잘됩니다. 엘지 티비고 셋톱박스 는 기가 지니 인데 전원 끄면 셋톱박스 랑 같이 꺼지고 켜면 티비만 켜지고 셋돕박스 안켜지던데 왜이럴까요?
606,607,20220307,2022,03,07,1,정현기,"드럼세탁기 와이파이 연결해서 예약기능 쓰고있음 어플좀 제발 각잡고 제대로 만들면 안됨? 업데이트 한번 할때마다 세탁기 연결세팅 삭제하고 다시 연결하면서 쓰고있음 자식새끼 유치원 졸업하고 학교들어가면 주민등록 말소하고 출생신고 새로하는 부모 있음? 자식새끼 연결을 확인할수 없는 상태임? 쬐깐한 자전거용 속도계도 한번 어플에 등록해놓으면 두번다시 귀찮게 안함. 적어도 기존에 연결되었던 네트워크설정/기기설정은 업데이트 이후에도 문제없이 사용할 수 있도록 해야되는거 아님? 근데 무슨 200만원짜리 세탁기 쓰면서 두세달마다 또 세팅하고 또하고 뭔 짓인지 모르겠음 ________________ 백날 리뷰써봐야 매크로답변만 할거면 뭐하러 답변함? 한 두건도 아니고 똑같은 클레임이 수십수백개 달리면 개발진측에서 자체 테스트해보고 문제점 찾아야되는거 아님? 팀장급, 임원급한테 문제점 보고할때 보여주기위해서 객관적 데이터를 고객이 직접 제보해야하는거면 QC는 왜있음? 아 설마 QC없음?"
607,608,20220220,2022,02,20,4,박재영,"휴대폰으로 엘지 제품을 잘 사용할 수 있어서 좋은데, 왜 캐시삭제는 안되나요??(삭제 후 재설치해도 캐시삭제가 안됩니다.)"
608,609,20220423,2022,04,23,1,Heon Lee,"LG는 LG한다. 툭하면 튕기고, 수시로 업데이트 하라하고, UI도 구리고... 억지로 쓴다 진짜 억지로."
609,610,20220308,2022,03,08,1,Joonyoung Park,로그인 할때마다 본인인증(휴대폰) 하길래 이상하다 싶어서 .. 보니 로그인이 계속 안돼네 로그인 해도 로그인이 바로 풀려요. 업데이트좀 해요 빙큐 앱에 로그인이 안돼는데 무슨 1:1문의를 해요. 정신나간 관리자님
610,611,20220221,2022,02,21,2,플로렌시아,로봇청소기 청소다이어리에 들어가면 청소내역이 없다고 나와요.. 얼마전까지는 잘 보였는데 싹 사라짐...방금전에 청소했는데도 청소내역없음으로 나오네요
611,612,20220322,2022,03,22,4,강동훈,원격으로 점검도 되고 운전도되고 참 스마트한세상이네요
612,613,20200930,2020,09,30,1,김시연,"아니!!!!!! 도대제 업뎃은 왜 시켜서 툭하면 제품 연결 안되고, 제품 전원 다시 껏다 켜야 다시 연결되고, 이럴려면 뭐하려고 없뎃하십니까?!!!! 고객들 속 터지려고 업뎃하나요? 제발 처음처럼만 해주세요. 연결안되서 미치겠어요!!?. 이럴려고 백몇만원주고 청소기산줄 아십니까!!!!!!!"
613,614,20200608,2020,06,08,3,SJ Bu,로봇청소기 전에 등록해서 잘 되다가 업데이트하고 보니 등록도 안되고 목록에도 없습니다. 해외라서 어플 자체가 영어이기는 하나 언어변경도 안되고 원래 잘 되던 가전제품도 목록에 없는 것 어떻게 수정하나요
614,615,20200526,2020,05,26,1,서자혜,자동으로켜지고 꺼지게 설정해뒀는데.. 공기청정기가 5일혼자켜지는데 25일은 안됨... 이럴려면 뭐하러 씽큐하나? 자동으로 안켜지는날은 괜히 짜증만남. 고객센터에 따졌더니 형식적인 답변만 늘어놓음. 우리집인터넷은 멀쩡한데...인터넷바꾸면 잘되나? 에휴ㅡㅡ..... 이런걸써서머하나 손꾸락만아픔.
