userName,date,rating,like,title,review,content
위싵,2022-06-20 15:57:04-07:00,1,0,업데이트만 하면 이상한 어플,"업데이트하고났더니 세탁기 화면이 안뜨네요..
원격으로 하려고 이 어플까는거 아닌가요?
느리고 렉걸리고까지 이해하는데 이제는 아애 뜨지도 않는건 왜그런거에요?","업데이트만 하면 이상한 어플 업데이트하고났더니 세탁기 화면이 안뜨네요..
원격으로 하려고 이 어플까는거 아닌가요?
느리고 렉걸리고까지 이해하는데 이제는 아애 뜨지도 않는건 왜그런거에요?"
꺄우엉,2022-06-20 08:05:18-07:00,3,0,에어컨 온도설정 ㅡㅡ,"아 에어컨 온도 왜 자꾸 올라가요
개짜증나네진짜 더워서 확인해보면 26도로 올라가있음 실패했다는 오류는 뭐 하루에 30번은 뜨는듯 왜이러는거임 하 열받아","에어컨 온도설정 ㅡㅡ 아 에어컨 온도 왜 자꾸 올라가요
개짜증나네진짜 더워서 확인해보면 26도로 올라가있음 실패했다는 오류는 뭐 하루에 30번은 뜨는듯 왜이러는거임 하 열받아"
ㅋ쿄쿄러,2022-06-20 07:16:21-07:00,1,0,화면 안뜨는데 쓰라는거죠,"화면이 떠야 예약을 하던지 말던지 하는데,,,
세탁시작 버튼만 활성화 되어있음 ㅋㅋㅋ 
이러면 그냥 세탁실에서 아예세탁버튼 누르고 나왔죠ㅋㅋㅋ","화면 안뜨는데 쓰라는거죠 화면이 떠야 예약을 하던지 말던지 하는데,,,
세탁시작 버튼만 활성화 되어있음 ㅋㅋㅋ 
이러면 그냥 세탁실에서 아예세탁버튼 누르고 나왔죠ㅋㅋㅋ"
뀨우앙,2022-06-20 05:09:54-07:00,1,0,무한 로딩,로그인부터 제품 등록할 때마다 무한 로딩이 반복돼서 미쳐버리겠어요~~ ^ㅇ^,무한 로딩 로그인부터 제품 등록할 때마다 무한 로딩이 반복돼서 미쳐버리겠어요~~ ^ㅇ^
sugarsusu,2022-06-20 04:52:35-07:00,5,0,청소를잘해요,집안에먼지가사라졌어요,청소를잘해요 집안에먼지가사라졌어요
Knocker2,2022-06-19 15:48:12-07:00,4,0,애플워치도 지원하게 해주세요,실생활에서 워치로 동작하게하면 너무 편리할거 같습니다.,애플워치도 지원하게 해주세요 실생활에서 워치로 동작하게하면 너무 편리할거 같습니다.
hansongl,2022-06-19 08:49:18-07:00,2,0,설정온도가 왜 건들지 않아도 자꾸 바뀔까요,작년에는 설정온도 해놓으면 직접 변경하기전까지 그대로 있었는데 올해는 온도 설정해놓고 조금 있으면 자꾸 바뀌네요. 왜 그런지 오류인건지 알려주세요 습해서 계속 돌리는데 온도가 계속 1도씩 올라가서 변경하느라 너무 신경쓰이네요 불편해요,설정온도가 왜 건들지 않아도 자꾸 바뀔까요 작년에는 설정온도 해놓으면 직접 변경하기전까지 그대로 있었는데 올해는 온도 설정해놓고 조금 있으면 자꾸 바뀌네요. 왜 그런지 오류인건지 알려주세요 습해서 계속 돌리는데 온도가 계속 1도씩 올라가서 변경하느라 너무 신경쓰이네요 불편해요
kjkj1002,2022-06-19 08:22:01-07:00,5,0,최고네요,별 기대는 안했었는데 무료중엔 최고인듯하네여,최고네요 별 기대는 안했었는데 무료중엔 최고인듯하네여
아라러냐다덕,2022-06-19 00:26:11-07:00,1,0,어플이 왜이렇게 느리고 안뜨고 버벅거리고ㅡㅡ,"UX UI 디자이너들 뭐하는지?
어플이 왜이리 느리고 버벅거리고 설정하려고 들어가면 화면이 뜨지도 않고ㅡㅡ
거지같은 어플이네","어플이 왜이렇게 느리고 안뜨고 버벅거리고ㅡㅡ UX UI 디자이너들 뭐하는지?
어플이 왜이리 느리고 버벅거리고 설정하려고 들어가면 화면이 뜨지도 않고ㅡㅡ
거지같은 어플이네"
롯데극혐,2022-06-18 18:14:22-07:00,5,0,좋아요,사용하기 편리하고 관리가 잘 되네요 진작 깔껄,좋아요 사용하기 편리하고 관리가 잘 되네요 진작 깔껄
Tjoketex,2022-06-18 15:37:20-07:00,5,0,아이오티는 신세계구나,"너무 편함.
핸드폰으로 미리 조절할수 있으니
밖에 더워도 집안은 미리 시원하게
아주 좋아","아이오티는 신세계구나 너무 편함.
핸드폰으로 미리 조절할수 있으니
밖에 더워도 집안은 미리 시원하게
아주 좋아"
formica ,2022-06-18 14:32:33-07:00,5,0,굿,제품에 만족합니다,굿 제품에 만족합니다
데미안jh,2022-06-18 07:00:57-07:00,5,0,스마트한시대,"이제야 스마트싱큐를 연결해서 예약세탁을 시작했네요. 참으로 신기하고 세로운세상이네요. 
맘에듭니다.","스마트한시대 이제야 스마트싱큐를 연결해서 예약세탁을 시작했네요. 참으로 신기하고 세로운세상이네요. 
맘에듭니다."
베라닉,2022-06-18 06:52:15-07:00,2,0,제품 자꾸 연결 안 돼요!!!,꼭 필요할때 거짓말 같아 연결이 안 돼요 좀 고쳐주세요,제품 자꾸 연결 안 돼요!!! 꼭 필요할때 거짓말 같아 연결이 안 돼요 좀 고쳐주세요
이백만장자,2022-06-16 07:42:51-07:00,3,0,알람이 오다가 말아요.,"알람이 잘 뜨다가 이제 아예 뜨지 않아 앱으로 들어가서 남음 시간을 확인합니다. 
오류인가요?
불편해서 글 올려봐요~
다시 깔아야 하나요?","알람이 오다가 말아요. 알람이 잘 뜨다가 이제 아예 뜨지 않아 앱으로 들어가서 남음 시간을 확인합니다. 
오류인가요?
불편해서 글 올려봐요~
다시 깔아야 하나요?"
ㄴㅅㄱㄹㅅㄴㅈㄷㄱ,2022-06-16 06:51:23-07:00,5,0,굳,굳,굳 굳
ㅇㅇ(4.67),2022-06-16 01:41:58-07:00,5,0,굿,굿,굿 굿
랄ㄹ라랄라ㅏㅏ라라라,2022-06-15 23:33:41-07:00,1,0,씨발련아 서버 관리 쫌 해라,미친 씨발련아 서버 ㅈㄴ 고ㅓㄴ리 안 하면서 뭐 스마트 ㅇㅈㄹ 나가 뒤져라,씨발련아 서버 관리 쫌 해라 미친 씨발련아 서버 ㅈㄴ 고ㅓㄴ리 안 하면서 뭐 스마트 ㅇㅈㄹ 나가 뒤져라
Andante421,2022-06-15 23:17:31-07:00,1,0,회원 가입 자체가 안됨......,"아이폰에서 씽큐 어플 받아서 회원 가입 할려고 해도 서버 불안정으로 강제 종료 됩니다 
앱에 들어가서 1:1 문의 자체가 안되요 
아이폰이 그런지 저만 그런지 모르겠는데 
빠른 조치가 필요해요","회원 가입 자체가 안됨...... 아이폰에서 씽큐 어플 받아서 회원 가입 할려고 해도 서버 불안정으로 강제 종료 됩니다 
앱에 들어가서 1:1 문의 자체가 안되요 
아이폰이 그런지 저만 그런지 모르겠는데 
빠른 조치가 필요해요"
십팔색크레용,2022-06-15 23:14:05-07:00,1,0,개쓰레기앱,"계속 서버 불안하다고 종료되고 

머 어쩌라고 연결도 안되고

엘지 세탁기 괜히샀다 무능력한놈들","개쓰레기앱 계속 서버 불안하다고 종료되고 

머 어쩌라고 연결도 안되고

엘지 세탁기 괜히샀다 무능력한놈들"
rmfosem,2022-06-15 23:13:22-07:00,1,0,먹통이네요,"갑자기 서버연결이 불안하다 하면서 먹통이네요
N1023, N1024 번갈아 나옵니다","먹통이네요 갑자기 서버연결이 불안하다 하면서 먹통이네요
N1023, N1024 번갈아 나옵니다"
쩡남ㅉ,2022-06-15 22:54:40-07:00,3,0,갑자기 앱 작동안됨...,잘쓰다가 앱구동시.서버연결에 문제가 있다고 구동이안되네요...,갑자기 앱 작동안됨... 잘쓰다가 앱구동시.서버연결에 문제가 있다고 구동이안되네요...
아입듼,2022-06-15 13:37:39-07:00,3,0,아직은,완전스마트하지못하다,아직은 완전스마트하지못하다
Sight8888,2022-06-15 06:09:11-07:00,5,0,정말 너무 편리합니다,만족해요,정말 너무 편리합니다 만족해요
나은진,2022-06-14 01:32:33-07:00,5,0,너무 좋아요^*,색도 예쁘고 고급스러워요,너무 좋아요^* 색도 예쁘고 고급스러워요
segpgg,2022-06-13 23:54:23-07:00,5,0,좋아요,"로봇청소기 사용중
집이 좀 복잡해서 로봇청소기가 길을잃기도 하지만 어디서 길잃었는지 확인도 되고 해서, 좋습니다.","좋아요 로봇청소기 사용중
집이 좀 복잡해서 로봇청소기가 길을잃기도 하지만 어디서 길잃었는지 확인도 되고 해서, 좋습니다."
홍....,2022-06-13 07:49:48-07:00,5,0,편리하고 좋네요.,"점검도 편하고, 관리 간편히 한눈에 알아보기 쉽고 좋습니다.","편리하고 좋네요. 점검도 편하고, 관리 간편히 한눈에 알아보기 쉽고 좋습니다."
Jeong-minnn,2022-06-12 23:33:48-07:00,5,0,good,👍,good 👍
내방은 털천지,2022-06-11 06:11:51-07:00,3,0,씽큐 와이파이 ㅜㅜ,와이파이 맞추기 힘들어요 ㅜㅜ 구형은 다 그런가.. 안잡히고..ㅡㅡ 그래도 한번 설정하니 잘 되네요,씽큐 와이파이 ㅜㅜ 와이파이 맞추기 힘들어요 ㅜㅜ 구형은 다 그런가.. 안잡히고..ㅡㅡ 그래도 한번 설정하니 잘 되네요
비내가바,2022-06-11 01:37:27-07:00,5,0,쓸만합니다,"처음 기기와 연결할 때만 좀 번거롭고, 그 후 사용은 대체로 만족스럽습니다.","쓸만합니다 처음 기기와 연결할 때만 좀 번거롭고, 그 후 사용은 대체로 만족스럽습니다."
파송손모규리,2022-06-10 21:54:48-07:00,5,0,편하네요,편리합니다,편하네요 편리합니다
Dr. Rho,2022-06-10 19:21:32-07:00,5,0,완전 만족해요,베리 굿 너무 좋아요!,완전 만족해요 베리 굿 너무 좋아요!
8miya0,2022-06-09 19:00:52-07:00,5,0,좋아요,편리합니다,좋아요 편리합니다
오노노옹ㅇㄴ,2022-06-07 00:57:33-07:00,1,0,개쓰레기앱,"큐알 갖다대도 등록안되는 큐알이라뜨고
직접 연결하니 하루낸종일 연결중이래고
연결 됐다고 알림은 존내게뜨면서 들어가보면 계속 연결중 ㅋㅋ 
어찌저찌 연결 다 끝냈는데  제대로안됐다며 등록취소되고 처음부터 다시 반복 
샤오미보다 못한 쓰레기앱","개쓰레기앱 큐알 갖다대도 등록안되는 큐알이라뜨고
직접 연결하니 하루낸종일 연결중이래고
연결 됐다고 알림은 존내게뜨면서 들어가보면 계속 연결중 ㅋㅋ 
어찌저찌 연결 다 끝냈는데  제대로안됐다며 등록취소되고 처음부터 다시 반복 
샤오미보다 못한 쓰레기앱"
AthabC,2022-06-06 22:56:53-07:00,3,0,어플리케이션 속도가 많이 느립니다.,"4. 스마트 싱스나 구글홈 애플 홈에 비해 너무 느립니다.
전반적인 업데이트는 불가한가요?","어플리케이션 속도가 많이 느립니다. 4. 스마트 싱스나 구글홈 애플 홈에 비해 너무 느립니다.
전반적인 업데이트는 불가한가요?"
준식윤,2022-06-06 18:15:30-07:00,5,0,좋아요,너무 편리하고 좋아요 ㅎㅎ,좋아요 너무 편리하고 좋아요 ㅎㅎ
ㅇㅣ주현,2022-06-06 17:47:49-07:00,5,0,생활이 달라졌습니다!!!,너무 편해요ㅋㅋ 아직 불편한건 초반이라 못느껴요~,생활이 달라졌습니다!!! 너무 편해요ㅋㅋ 아직 불편한건 초반이라 못느껴요~
whipping cream,2022-06-06 06:49:03-07:00,5,0,애플워치에서도 작동이 가능하면 좋을 거 같아요,특히나 항상 어딨는지 잃는 tv 리모컨 같은 거 애플워치로 조작할 수 있으면 얼마나 좋게요? thinq담당 팀장님도 구미가 당기시죠?😀 잘 부탁드립니다. 안되면 지상렬😎,애플워치에서도 작동이 가능하면 좋을 거 같아요 특히나 항상 어딨는지 잃는 tv 리모컨 같은 거 애플워치로 조작할 수 있으면 얼마나 좋게요? thinq담당 팀장님도 구미가 당기시죠?😀 잘 부탁드립니다. 안되면 지상렬😎
pleades1,2022-06-06 05:52:38-07:00,5,0,굳,ㄱㄷ,굳 ㄱㄷ
.ㅡ,2022-06-05 19:30:03-07:00,5,0,좋아요,엘지 사길 잘한거 같아요,좋아요 엘지 사길 잘한거 같아요
아제리얼,2022-06-05 04:22:43-07:00,5,0,편함,편함,편함 편함
GoroSam,2022-06-04 19:34:02-07:00,5,0,기대했던것보다 좋아요,잘 쓸께요~,기대했던것보다 좋아요 잘 쓸께요~
Qw11234,2022-06-04 06:54:31-07:00,1,0,별 한개도 아까워요,"연결 해놓으면 끊기고 또 끊기고의 반복
그놈의 연결 맨날 끊김
다시 연결하려고 하면 또 더럽게 안돼서
한시간 붙잡고 있어야 될똥말똥 함
기능 자체가 의미 없음","별 한개도 아까워요 연결 해놓으면 끊기고 또 끊기고의 반복
그놈의 연결 맨날 끊김
다시 연결하려고 하면 또 더럽게 안돼서
한시간 붙잡고 있어야 될똥말똥 함
기능 자체가 의미 없음"
HoneyB*,2022-06-04 03:21:50-07:00,1,0,최근 업데이트 이후로 구글홈 연동이 안되요,"구글홈 연동이 안되서 음성 명령 기능을 갑자기 사용 할 수 없게 됐어요. 삶의 질이 떨어지네요. 
고쳐주세요","최근 업데이트 이후로 구글홈 연동이 안되요 구글홈 연동이 안되서 음성 명령 기능을 갑자기 사용 할 수 없게 됐어요. 삶의 질이 떨어지네요. 
고쳐주세요"
해피유치,2022-06-04 01:41:38-07:00,5,0,좋아요,좋아요 굿굿입니다! 만족해요,좋아요 좋아요 굿굿입니다! 만족해요
zzamdoly,2022-06-04 01:32:07-07:00,4,0,점점 좋아지는 듯,편의성이 더 좋아지면 좋겠습니다,점점 좋아지는 듯 편의성이 더 좋아지면 좋겠습니다
닥터이글,2022-06-03 20:24:44-07:00,1,0,정말 훌륭한 앱이예요^^,정말 기기간의 연결 동기화 구성을 잘짜놓아서 참 좋아요^^,정말 훌륭한 앱이예요^^ 정말 기기간의 연결 동기화 구성을 잘짜놓아서 참 좋아요^^
afgphoenix,2022-06-03 04:57:48-07:00,1,0,masters of making simple things so complicated,LG is master of making simple things so complicated,masters of making simple things so complicated LG is master of making simple things so complicated
ptaedo,2022-06-02 23:11:42-07:00,5,0,삼성 스마트띵즈는 보고 배워야함,삼성 스마트띵즈는 보고 배워야함,삼성 스마트띵즈는 보고 배워야함 삼성 스마트띵즈는 보고 배워야함
Eraeㅋ,2022-06-02 22:51:28-07:00,5,0,여름에 집에 홀로 있는 강아지에게 필수에요,"여름에 집에 강아지두고 나갈때도 온도보고
냉장을 해줄 수 있고, 세탁기 건조기의 상태도 바로
알 수 있어 편리합니다~^^","여름에 집에 홀로 있는 강아지에게 필수에요 여름에 집에 강아지두고 나갈때도 온도보고
냉장을 해줄 수 있고, 세탁기 건조기의 상태도 바로
알 수 있어 편리합니다~^^"
찐쭌빠,2022-06-02 01:52:19-07:00,5,0,가전 종합관리 아주유용하네요.,모든 가전을 앱 하나로,가전 종합관리 아주유용하네요. 모든 가전을 앱 하나로
헤더님,2022-05-31 21:54:49-07:00,5,0,굿,더많은기능추가해주세여,굿 더많은기능추가해주세여
London sp,2022-05-31 20:02:38-07:00,5,0,완전 좋아요 ㅎ,앞으로도 더 좋은 기능 추가부탁드립니다^^,완전 좋아요 ㅎ 앞으로도 더 좋은 기능 추가부탁드립니다^^
badanari,2022-05-31 01:10:15-07:00,5,0,유용하게 잘 써요.,첨음 등록할때 헤메긴 했는데 일단 등록하니 유용하네요.,유용하게 잘 써요. 첨음 등록할때 헤메긴 했는데 일단 등록하니 유용하네요.
Seo Joseph,2022-05-30 17:29:03-07:00,5,0,Good~,Good app.,Good~ Good app.
에부리까또,2022-05-30 03:26:36-07:00,5,0,엘지짱^^,항상 잘쓰고있습니다 원격은 신세계^^,엘지짱^^ 항상 잘쓰고있습니다 원격은 신세계^^
쩡sso,2022-05-30 03:11:10-07:00,5,0,사용이 편리해요,오븐 사용중인데 앱 통해 오븐사용할 수 있어 편해요,사용이 편리해요 오븐 사용중인데 앱 통해 오븐사용할 수 있어 편해요
껍질잼,2022-05-30 01:35:18-07:00,5,0,앱 괜찮게 잘만든거같다,생각보다 괜찮다,앱 괜찮게 잘만든거같다 생각보다 괜찮다
겜 짱이다,2022-05-29 22:11:08-07:00,5,0,사용 편의성이 좋아요,어플로 이렇게 편하게 할수있어서 좋습니다,사용 편의성이 좋아요 어플로 이렇게 편하게 할수있어서 좋습니다
remixyoun,2022-05-29 07:26:22-07:00,5,0,몇개 쓸때 연결해서 자동돌리기 좋음.,원격도 되서 좋아요,몇개 쓸때 연결해서 자동돌리기 좋음. 원격도 되서 좋아요
임숙 사랑해,2022-05-28 19:11:44-07:00,5,0,에어컨 스마트 진단,너무 편하고 좋습니다,에어컨 스마트 진단 너무 편하고 좋습니다
Ioppp2345,2022-05-28 17:51:34-07:00,1,0,정말 한심한 앱,"이거 베타테스트는 해본거에여? 식세기 된데서 연결하려했는데 못찾음 
비번을 중복해서 넣는 이유는 뭐고
엉망진창 앱","정말 한심한 앱 이거 베타테스트는 해본거에여? 식세기 된데서 연결하려했는데 못찾음 
비번을 중복해서 넣는 이유는 뭐고
엉망진창 앱"
さくさと35,2022-05-28 01:37:21-07:00,5,0,LG,좋다...,LG 좋다...
fab_bunny,2022-05-28 00:59:04-07:00,1,0,뭐가 되야 쓰죠..;;,"안되는게 왜케 많나요.. 연결부터 안되네요..
집 가전이 다 엘지꺼인데도 하나같이 연결이 안되네요 
겨우 연결해도 금방 떨어지고..
공유기도 새거인데.. 대체 노 이해..","뭐가 되야 쓰죠..;; 안되는게 왜케 많나요.. 연결부터 안되네요..
집 가전이 다 엘지꺼인데도 하나같이 연결이 안되네요 
겨우 연결해도 금방 떨어지고..
공유기도 새거인데.. 대체 노 이해.."
쭈꾸댕이,2022-05-27 20:06:39-07:00,5,0,좋네요,잘 쓰고 있습니다,좋네요 잘 쓰고 있습니다
anyway55,2022-05-27 18:56:12-07:00,5,0,좋아요,작동 잘되고 여러기능을 설명해주는것부터 에러 확인하는거까지 너무 좋아요.,좋아요 작동 잘되고 여러기능을 설명해주는것부터 에러 확인하는거까지 너무 좋아요.
알려진바없음,2022-05-27 16:48:45-07:00,3,0,많이 로딩이 느려요,"ios15.5 이구요 13pro max사용자입니다
마치 삼성 순실전자 +SKT(젤 렉이심하고 끊김 거기다 최악 SK브로드밴드 = 그냥쓰레기)인것마냥 추가할때도 너무 로딩이 느림 그러고 에어컨 추가하는데 마지막에 흰화면에 로딩만 한시간 두시간 이게 뭐죠? 제대로 관리점 부탁드랴요 삼성 순실전자 처럼 카피해놓고 아니라고 하는것들과 다르게 해요","많이 로딩이 느려요 ios15.5 이구요 13pro max사용자입니다
마치 삼성 순실전자 +SKT(젤 렉이심하고 끊김 거기다 최악 SK브로드밴드 = 그냥쓰레기)인것마냥 추가할때도 너무 로딩이 느림 그러고 에어컨 추가하는데 마지막에 흰화면에 로딩만 한시간 두시간 이게 뭐죠? 제대로 관리점 부탁드랴요 삼성 순실전자 처럼 카피해놓고 아니라고 하는것들과 다르게 해요"
별담,2022-05-27 04:10:43-07:00,5,0,한번씩 멈추는거 빼고는 만족합니다,좋아요,한번씩 멈추는거 빼고는 만족합니다 좋아요
삼덕옹,2022-05-26 23:41:27-07:00,5,0,좋아,아주좋아,좋아 아주좋아
-_-_-_-_-_-_-ㅗㅗㅗㅗㅗㅗㅗ,2022-05-26 15:44:37-07:00,1,0,도대체 어느게 바뀌었을까.,"어느 순간 등록한 제품이 다 사라지더니
다시 등록하려니까 무한 뱅글뱅글, 흰 화면만 나오네요. 언제 등록해서 씁니까. 제품과 멀리 있을 때 핸드폰으로 컨트롤 할 수 있어서 쓰는건데, 앱이 먹통이면 있으나마나 아닌가요?","도대체 어느게 바뀌었을까. 어느 순간 등록한 제품이 다 사라지더니
다시 등록하려니까 무한 뱅글뱅글, 흰 화면만 나오네요. 언제 등록해서 씁니까. 제품과 멀리 있을 때 핸드폰으로 컨트롤 할 수 있어서 쓰는건데, 앱이 먹통이면 있으나마나 아닌가요?"
Woosunjang,2022-05-26 07:00:35-07:00,5,0,좋아요,티비 로봇청소기 공청기 식세기 스타일러 다 연결해서 써요 너무 좋아요,좋아요 티비 로봇청소기 공청기 식세기 스타일러 다 연결해서 써요 너무 좋아요
Johnnnnnnie,2022-05-26 04:27:31-07:00,5,0,로그인이 안돼요,이용약관 동의... 부터 먹통입니다.,로그인이 안돼요 이용약관 동의... 부터 먹통입니다.
sssssmijal,2022-05-26 04:23:01-07:00,5,0,아 아이폰 연결 너무 불안정해요,아이폰 워시타워 연결하는데 한시간 씨름해도 안되더니 남편 안드로이드폰으로 연결하니까 바로 되네요 욕 나올 정도로 화나고 허무하고 저뿐만 아니라 아이폰 안된다는 사람들 많습니다 연결 잘 안되거나 자꾸 끊긴다는 사람들이요,아 아이폰 연결 너무 불안정해요 아이폰 워시타워 연결하는데 한시간 씨름해도 안되더니 남편 안드로이드폰으로 연결하니까 바로 되네요 욕 나올 정도로 화나고 허무하고 저뿐만 아니라 아이폰 안된다는 사람들 많습니다 연결 잘 안되거나 자꾸 끊긴다는 사람들이요
Konann01,2022-05-26 04:18:16-07:00,5,0,Good,😘,Good 😘
ㅁㄴㅁㅁㅇ,2022-05-25 18:37:51-07:00,2,0,아이폰연결짜증날정도로안됨,얼마전까지 잘 사용했는데 최근 업데이트 된 이후로 오전 내도록 연결안됨 입니다. 휴대폰도 껏다켯다하고 와이파이기기도 껏다켯다해도 잘 안됩니다. 와이파이기기 ax1500 휴대폰기종 아이폰12프로 두 기계 다 성능도 뒤떨어지는것도 아니고 공청기능때문에 1년내도록 어플사용했는데 최근에 이런문제 계속 발생하는걸로 봐서는 어플문제가 아닌가 싶습니다. 가전제품 어플중에서 엘지가 제일 연결이 힘듭니다. (삼성 엘지 위닉스 중국제품 어플 비교했을때),아이폰연결짜증날정도로안됨 얼마전까지 잘 사용했는데 최근 업데이트 된 이후로 오전 내도록 연결안됨 입니다. 휴대폰도 껏다켯다하고 와이파이기기도 껏다켯다해도 잘 안됩니다. 와이파이기기 ax1500 휴대폰기종 아이폰12프로 두 기계 다 성능도 뒤떨어지는것도 아니고 공청기능때문에 1년내도록 어플사용했는데 최근에 이런문제 계속 발생하는걸로 봐서는 어플문제가 아닌가 싶습니다. 가전제품 어플중에서 엘지가 제일 연결이 힘듭니다. (삼성 엘지 위닉스 중국제품 어플 비교했을때)
yjh1979,2022-05-25 18:19:05-07:00,5,0,Good,Good,Good Good
채니챤챚,2022-05-25 18:13:02-07:00,5,0,편리하게 생활해요,"에어컨 식기세척기 세탁기 건조기 티비 로봇청소기까지
다 연동해서 잘 사용중이에요","편리하게 생활해요 에어컨 식기세척기 세탁기 건조기 티비 로봇청소기까지
다 연동해서 잘 사용중이에요"
빡치네욤,2022-05-25 15:25:16-07:00,5,0,원격으로 운전가능해서 원거리에서도 쓸수있어여,좋습니다,원격으로 운전가능해서 원거리에서도 쓸수있어여 좋습니다
Archpastafarian,2022-05-25 12:48:47-07:00,1,0,업데이트 이후 버그만 늘어남,모웹같은 쓰레기 쓰지마라,업데이트 이후 버그만 늘어남 모웹같은 쓰레기 쓰지마라
ㅎ표ㅠ,2022-05-25 07:13:31-07:00,4,0,굿,굿,굿 굿
유랑군,2022-05-25 05:44:16-07:00,5,0,앱이 정말 많이 좋아졌어요,초창기엔 좀 거시기 했는데 이제 앱도 빠릿빠릿하고 호환성도 좋아져가네요. 칭찬합니다.,앱이 정말 많이 좋아졌어요 초창기엔 좀 거시기 했는데 이제 앱도 빠릿빠릿하고 호환성도 좋아져가네요. 칭찬합니다.
기쿠지로,2022-05-24 21:47:17-07:00,5,0,아주 좋아요~,기능을 모두 제어가능하고 아주 좋습니다,아주 좋아요~ 기능을 모두 제어가능하고 아주 좋습니다
붕날아차삐까,2022-05-24 07:12:24-07:00,4,0,진단?,정말진단되는지는알수없으나 된다면 편하긴하네요,진단? 정말진단되는지는알수없으나 된다면 편하긴하네요
기다리고 있어요,2022-05-24 06:54:36-07:00,5,0,어플은 좋은거 같아요 좀 느리지만,좋네요,어플은 좋은거 같아요 좀 느리지만 좋네요
젼23,2022-05-24 04:21:55-07:00,5,0,좋아용,자주이용하고있습니당,좋아용 자주이용하고있습니당
꼬마3,2022-05-23 22:14:41-07:00,5,0,good,good,good good
Aquariummm,2022-05-23 22:12:58-07:00,5,0,좋아졌네요,이전보다 더 좋아졌네요. 좀더 나은 다음 버전 기대합니다.,좋아졌네요 이전보다 더 좋아졌네요. 좀더 나은 다음 버전 기대합니다.
엘지 안산다 안사..,2022-05-23 08:29:19-07:00,5,0,허구한 날 업데이트후 개인정보 동의 약관동의하라고함,뭔 개선사항 이리많은지 업데이트후이 좋아지지도 않고 맨날 업데이트 하라고 함 그리고 또 동의하라고 하고 LG제품 스마트폰 사업부에서도 그러더니 같은 테크트리 타는듯함 제품 쓸만하게 만들어놓고 프로그램으로 똥칠함..,허구한 날 업데이트후 개인정보 동의 약관동의하라고함 뭔 개선사항 이리많은지 업데이트후이 좋아지지도 않고 맨날 업데이트 하라고 함 그리고 또 동의하라고 하고 LG제품 스마트폰 사업부에서도 그러더니 같은 테크트리 타는듯함 제품 쓸만하게 만들어놓고 프로그램으로 똥칠함..
뭐든시키고봅니다,2022-05-23 05:59:10-07:00,5,0,스탠드에어컨,성능좋네요 금방시원해지구,스탠드에어컨 성능좋네요 금방시원해지구
ds3fmi,2022-05-23 03:21:01-07:00,5,0,스마트 진단,너무 편리하고 좋아요. ^_^,스마트 진단 너무 편리하고 좋아요. ^_^
난미도리,2022-05-22 23:37:24-07:00,4,0,물걸레 청소기 좋네요,커드제로로 먼지제거하고 물걸레 돌리니 좋네요,물걸레 청소기 좋네요 커드제로로 먼지제거하고 물걸레 돌리니 좋네요
앱카드 왕짜증,2022-05-22 22:39:54-07:00,5,0,잘 사용하고 있어요.,여러가지 가전을 한번에 살펴볼수 있어서 좋아요.,잘 사용하고 있어요. 여러가지 가전을 한번에 살펴볼수 있어서 좋아요.
widhsk,2022-05-22 21:47:47-07:00,5,0,키우는 재미도 있고 식물이 굉장히 잘 자라요~,"청소 시스템도 도움을받을 수 있지만 무조건 고객이 청조, 관리 시스템에 돈을 쓰게 끔 유발하지 않고 개인적으로도 잘 관리할 수 있도록 영상도 잘 만들어져 있어서 너무 좋습니다","키우는 재미도 있고 식물이 굉장히 잘 자라요~ 청소 시스템도 도움을받을 수 있지만 무조건 고객이 청조, 관리 시스템에 돈을 쓰게 끔 유발하지 않고 개인적으로도 잘 관리할 수 있도록 영상도 잘 만들어져 있어서 너무 좋습니다"
낭궁댕이,2022-05-22 08:39:39-07:00,5,0,스마트진단 좋와요,스마트진단 좋와요,스마트진단 좋와요 스마트진단 좋와요
포항임도한,2022-05-22 05:18:14-07:00,5,0,최고네요,편리하게 할머니와 잘 사용하고있어요,최고네요 편리하게 할머니와 잘 사용하고있어요
level214,2022-05-21 23:34:32-07:00,5,0,좋아요,ㅇㅇ,좋아요 ㅇㅇ
ㅇㅇㅎ오욺ㅇㅇ,2022-05-21 23:05:59-07:00,5,0,가전은 엘지,신규가전들은 지원이 잘됨,가전은 엘지 신규가전들은 지원이 잘됨
호어기,2022-05-21 22:15:29-07:00,5,0,너무좋아요,진단도 되고 아주 유용하게 쓰고있는 어플 입니다,너무좋아요 진단도 되고 아주 유용하게 쓰고있는 어플 입니다
방금시작했는데,2022-05-21 22:04:21-07:00,3,0,편하고 괜찮은데 연결이 자주 끊어져요,"퓨리캐어랑 코드제로 구매후 연동해서 잘쓰고있는데 
이따금 와이파이 연결이 끊어질때가 있네요 ㅠㅠ","편하고 괜찮은데 연결이 자주 끊어져요 퓨리캐어랑 코드제로 구매후 연동해서 잘쓰고있는데 
이따금 와이파이 연결이 끊어질때가 있네요 ㅠㅠ"
마라카스,2022-05-20 23:43:14-07:00,5,0,편리한 세상,너무 편하고 좋아요~~~♡♡♡,편리한 세상 너무 편하고 좋아요~~~♡♡♡
