Unnamed: 0,id,date,dateYear,dateMonth,dateDay,rating,userName,content,content_n,cotent_n_spell
1804,1805,20190313,2019,3,13,5,Google 사용자,다양한 기능이있어 편리합니다. 습도관리도 되었음 좋겠습니다.,"['다양하다', '기능', '편리하다', '습도', '관리', '되어다', '좋다']","['다양한 기능이 있어 편리합니다', '습도 관리도 되었음', '좋겠습니다']"
1805,1806,20210812,2021,8,12,1,jiwon Baek,워시타워 계속 연결안되고 코스 설정도 못하고.. 그냥 앱없이 예전처럼 가전에 코스 다 있음 좋겠음ㅡㅡ 날 더워 죽겠는데 빨래한번 할라다 열받아서 죽겠음ㅡㅡ 진짜 매번 환장하긋네 앱 왜 만든거임? 앱으로만 코스 설정해야되믄 할머니 할아버지들은 워시타워 쓰지도 말란건가 이노무 앱 별 하나도 아깝네 진짜....,"['워시', '타워', '계속', '연결', '코스', '설정', '못', '그냥', '앱', '없이', '예전', '가전', '코스', '다', '좋다', '날', '덥다', '죽다', '빨래', '한번', '라다', '열', '받다', '죽다', '진짜', '환장하다', '긋다', '앱', '만들다', '거임', '앱', '코스', '설정', '할머니', '할아버지', '워시', '타워', '쓰다', '말다', '건가', '놈', '앱', '별', '아깝다', '진짜']","['워시 타워 계속 연결 안 되고 코스 설정도 못하고 그냥 앱 없이 예전처럼 가전에 코스 다 있음', '좋겠음', '날 더워 죽겠는데 빨래 한번 할라다 열받아서 죽겠음', '진짜 매번 환장한 긋네', '앱 왜 만든 거임', '앱으로만 코스 설정해야 되면 할머니 할아버지들은 워시 타워 쓰지도 말란 건가 이놈의 앱 별 하나도 아깝네', '진짜']"
1806,1807,20200522,2020,5,22,2,Ty13r J.,항상 알림바에 한칸 차지하고있는것 좀 없앨 수 있게 해주세요. 거슬려요. 이벤트가 있을 때의 알림은 유지하고 싶습니다,"['항상', '알림', '바', '칸', '차지', '없애다', '해주다', '거슬리다', '이벤트', '알림', '유지', '싶다']","['항상 알림 바에 한 칸 차지하고 있는 것 좀 없앨 수 있게 해주세요', '거슬려요 이벤트가 있을 때의 알림은 유지하고 싶습니다']"
1807,1808,20210723,2021,7,23,3,장동환,에어컨 스마트 케어 기능을 자주 이용하는데요 온도설정 직접설정으로 하고 25도로만 고정되는데.. 27-28도로 암만 바꿔도 자꾸 25도로만 되어있어요 수정좀 해주세요,"['에어컨', '스마트', '케어', '기능', '자주', '이용', '온도', '설정', '직접', '설정', '도로', '고정', '도로', '암만', '바꾸다', '자꾸', '도로', '되어다', '수정', '해주다']","['에어컨 스마트 케어 기능을 자주 이용하는데요 온도 설정 직접 설정으로 하고 도로만 고정되는데 도로 암만 바꿔도 자꾸 도로만 되어있어요', '수정 좀 해주세요']"
1808,1809,20190721,2019,7,21,1,Google 사용자,"앱 구동 속도가 너무 느리고, 로봇청소기 기기 업데이트 시 기기와 연결이 계속 끊어집니다.","['앱', '구동', '속도', '너무', '느리다', '로봇청소기', '기기', '업데이트', '시', '기기', '연결', '계속', '끊어지다']",['앱 구동 속도가 너무 느리고 로봇청소기 기기 업데이트 시 기기와 연결이 계속 끊어집니다']
1809,1810,20201110,2020,11,10,5,어수환,다른건 다되는데 의류건조기가 상세내용으로 들어가면 앱이 먹통이 되네요 설정으로 제품삭제하고 와이파이 다시 잡아도 원격제어 하려고 누르고 들어가면 앱이 멈춰요 어찌해야 하나요?,"['다', '의류건조기', '상세', '내용', '들어가다', '앱', '먹통', '설정', '제품', '삭제', '와이파이', '다시', '잡다', '격', '제어', '려고', '누르다', '들어가다', '앱', '멈추다']","['다른 건 다 되는데 의류건조기가 상세 내용으로 들어가면 앱이 먹통이 되네요 설정으로 제품 삭제하고 와이파이 다시 잡아도 원격제어하려고 누르고 들어가면 앱이 멈춰요', '어찌해야 하나요']"
1810,1811,20201121,2020,11,21,5,이경진,좋아요. 근데다만아쉬운게잇다면 밖에있어도. 폰으로 전원켜고끄고됏으면좋겠더라고요 밖에서실행이되었음 좋겠더라고요,"['좋다', '근데', '아쉽다', '게', '폰', '전원', '켜다', '끄다', '돼다', '좋다', '밖', '실행', '되어다', '좋다']","['좋아요', '근데 다만 아쉬운 게 있다면 밖에 있어도 폰으로 전원 켜고 끄고 됐으면 좋겠더라고요 밖에서 실행이 되었음', '좋겠더라고요']"
1811,1812,20190209,2019,2,9,5,Google 사용자,다양한 종류의 옷들을 옷의 특성에 맞게 스타일링 해주니까 너무 좋아요~ 개인적으로 건조기처럼 쓰고 있어요~^^,"['다양하다', '종류', '옷', '옷', '특성', '맞다', '스타', '일링', '해주', '너무', '좋다', '개인', '건조기', '쓰다']","['다양한 종류의 옷들을 옷의 특성에 맞게 스타일링 해주니까 너무 좋아요', '개인적으로 건조기처럼 쓰고 있어요']"
1812,1813,20190722,2019,7,22,1,Google 사용자,잘되다가 어느순간부터안되네요...삼성공기청정기는 매우 잘되는데...에어컨이 말썽이네요 올해구매한건데..,"['자다', '순간', '삼성', '공기청정기', '매우', '자다', '에어컨', '말썽', '올해', '구매']","['잘 되다가 어느 순간부터 안되네요 삼성 공기청정기는 매우 잘 되는데 에어컨이 말썽이네요', '올해 구매한 건데']"
1813,1814,20210102,2021,1,2,3,Okhyun Shin,다 좋은데 오븐은 어플에서 작동은 못 시키네요. 예약이나 넣어두고 바로 작동할 수 있게 해주면 좋을거 같아요.,"['다', '좋다', '오븐', '어플', '작동', '못', '예약', '넣다', '두다', '작동', '해주다', '좋다']",['다 좋은데 오븐은 어플에서 작동은 못 시키네요 예약이나 넣어두고 바로 작동할 수 있게 해주면 좋을 거 같아요']
1814,1815,20200101,2020,1,1,3,Google 사용자,전원이 꺼지면 알림소리라도 났으면 합니다. 물론 무음설정도 되구요,"['전원', '꺼지다', '알림', '소리', '나다', '무음', '설정']","['전원이 꺼지면 알림 소리라도 났으면 합니다', '물론 무음 설정도 되고요']"
1815,1816,20200719,2020,7,19,1,jason Park,기존티비앱에서는 핸드폰영상이 재생됐는데 통합앱에서는 그기능이 없네요 왜 바꾸는건지 ㄷ,"['기존', '티브이', '앱', '핸드폰', '영상', '재생', '돼다', '통합', '앱', '기능', '바꾸다', '건지다']","['기존 티브이 앱에서는 핸드폰 영상이 재생됐는데 통합 앱에서는 그 기능이 없네요', '왜 바꾸는 건지']"
1816,1817,20190308,2019,3,8,3,Google 사용자,의류건조기 와이파이 켜고 불까지 들어왔는데 왜 그 다음 설명으로 안 넘어갈까요? 2번에서 멈추어있어요,"['의류건조기', '와이파이', '켜다', '불', '들어오다', '그다음', '설명', '넘어가다', '멈추다']","['의류건조기 와이파이 켜고 불까지 들어왔는데 왜 그다음 설명으로 안 넘어갈까요', '번에서 멈추어있어요']"
1817,1818,20201229,2020,12,29,5,김정숙,기사님께서 알려주어 사용합니다 왔다갔다하는번거러움이 사리지네요 좋아요~~ 이 선일 기사님 a/s 뿐만 아니라 친절히 설명해주시고해서 감사했어요,"['기사', '알다', '사용', '오다', '가다', '번거롭다', '움', '리지', '좋다', '선일', '기사', 'as', '뿐', '아니다', '친절하다', '설명', '해주다', '감사하다']","['기사님께서 알려주어 사용합니다', '왔다 갔다 하는 번거로움이 사리지에요 좋아요', '이 선일 기사님 as뿐만 아니라 친절히 설명해주시고 해서 감사했어요']"
1818,1819,20191025,2019,10,25,1,Google 사용자,도대체 제대로 돌아가는게 없음 최초 연결할때 한시간 동안 반복해서 겨우 연결..,"['도대체', '제대로', '돌아가다', '게', '최초', '연결하다', '반복', '연결']","['도대체 제대로 돌아가는 게 없음', '최초 연결할 때 한 시간 동안 반복해서 겨우 연결']"
1819,1820,20211101,2021,11,1,1,김주옥,오류계속 나길래 댓글들 보니까 가관이네 ㅡㅡ; 여기 담당은 편하게 일해서 부럽네요 매크로 복붙만 하면 되니까 을매나 편한고. 괜히 사용해볼려고 고생만 했네,"['오류', '계속', '나다', '댓글', '보', '가관', '담당', '편하다', '일해', '부럽다', '매크로', '복', '붙다', '편하다', '괜히', '사용', '해보다', '고생']","['오류 계속 나길래 댓글들 보니까 가관이네', '여기 담당은 편하게 일해서 부럽네요', '매크로 복붙만 하면 되니까 을매나 편한고 괜히 사용해보려고 고생만 했네']"
1820,1821,20181103,2018,11,3,5,Google 사용자,스마트폰으로 원격조정하고 상태를 볼 수 있으니 진짜 편리한거 같아요.,"['스마트폰', '원격', '조정', '상태', '볼', '진짜', '편리하다']",['스마트폰으로 원격 조정하고 상태를 볼 수 있으니 진짜 편리한 거 같아요']
1821,1822,20200611,2020,6,11,1,yoonseon hyun,"업데이트하니 기기정보가 다 사라지고 다시 입력하라고 하네요! 불편해요 매번 입력하라는건지, ,","['업데이트', '기기', '정보', '다', '사라지다', '다시', '입력', '불편하다', '입력', '건지다']","['업데이트하니 기기 정보가 다 사라지고 다시 입력하라고 하네요 불편해요', '매번 입력하라는 건지']"
1822,1823,20200920,2020,9,20,1,PKD,앱 성능은 오류가 많고 별다를거 없는데 로그인 풀리게 쑬데없는 업데이트만 자주함,"['앱', '성능', '오류', '많다', '별다르다', '로그인', '풀리다', '쑤다', '업데이트', '자주', '함']",['앱 성능은 오류가 많고 별다를 거 없는데 로그인 풀리게 쑬 데 없는 업데이트만 자주 함']
1823,1824,20190615,2019,6,15,4,Google 사용자,계속 원격설정을 눌러줘야하는단점은있지만 멀리있어도 빨래상황을 알수있어 좋아요,"['계속', '원격', '설정', '누르다', '단점', '멀리', '빨래', '상황', '알', '좋다']",['계속 원격 설정을 눌러줘야 하는 단점은 있지만 멀리 있어도 빨래 상황을 알 수 있어 좋아요']
1824,1825,20190208,2019,2,8,5,Google 사용자,이불 빨래 중에 탈수가 안되어서 어플 들어가봤더니 이불 재질이 공기가 잘 안빠지는 재질이라 세탁기가 그걸 인식해서 그런거라고 나오네요~ 공기 빼고 다시 탈수하니 넘넘 잘됩니다! 걱정 햇는데 어플 덕분에 혼자 해결햇어여~ㅎㅎ,"['이불', '빨래', '중', '탈수', '어플', '들어가다', '보다', '이불', '재질', '공기', '자다', '빠지다', '재질', '세탁기', '그걸', '인식', '그렇다', '나오다', '공기', '빼다', '다시', '탈수', '넘다', '넘다', '자다', '걱정', '어플', '덕분', '해결']","['이불 빨래 중에 탈수가 안되어서 어플 들어가 봤더니 이불 재질이 공기가 잘 안 빠지는 재질이라 세탁기가 그걸 인식해서 그런 거라고 나오네요 공기 빼고 다시 탈수하니 넘넘 잘 됩니다', '걱정했는데 어플 덕분에 혼자 해결했어요']"
1825,1826,20200530,2020,5,30,1,P Sh,냉장고 음성인식 된다고 해서 설치했는데 음성인식 선택할 수 있는게 없네요.,"['냉장고', '음성인식', '설치', '음성인식', '선택', '게']",['냉장고 음성인식된다고 해서 설치했는데 음성인식 선택할 수 있는 게 없네요']
1826,1827,20191119,2019,11,19,1,Google 사용자,서버로부터 응답이없다고 자꾸 꺼져서 가전제품 다운로드 코스를 이용못하고있어요 덕분에 패딩도 못돌리고 있어요 언제까지 기다려야하는건지 왜그런건지 빨리 수정해주세요,"['서버', '응답', '자꾸', '꺼지다', '가전제품', '다운로드', '코스', '이용', '못', '덕분', '패딩', '못', '돌리다', '기다리다', '건지다', '그렇다', '건지다', '빨리', '수정', '해주다']","['서버로부터 응답이 없다고 자꾸 꺼져서 가전제품 다운로드 코스를 이용 못하고 있어요', '덕분에 패딩도 못 돌리고 있어요', '언제까지 기다려야 하는 건지 왜 그런 건지 빨리 수정해주세요']"
1827,1828,20181011,2018,10,11,4,Google 사용자,실시간 모니터링 및 실시간 원격조정 기능 있으면 더 굿~!!! 집 와이파이에 영구 접속^^,"['실시간', '모니터링', '실시간', '원격', '조정', '기능', '더', '굿', '집', '와이파이', '영구', '접속']",['실시간 모니터링 및 실시간 원격 조정 기능 있으면 더 굿 집 와이파이에 영구 접속']
1828,1829,20201209,2020,12,9,5,"장길용 / Jang, Gilyong",건조기 끝나고나 스타일러 끝나고 알림을 줘서 잊지않고 문열어 둘수 있게되어 좋아요. 그런데 TV는 채널이 안바뀌네요,"['건조기', '끝나다', '스타', '이르다', '끝나다', '알림', '주다', '잊다', '않다', '문', '열다', '되어다', '좋다', 'TV', '늘다', '채널', '바뀌다']","['건조기 끝나고 나 스타일러 끝나고 알림을 줘서 잊지 않고 문 열어 둘 수 있게 되어 좋아요', '그런데 TV는 채널이 안 바뀌네요']"
1829,1830,20191222,2019,12,22,1,Google 사용자,본체에 코드가 꼽혀 있는데... 스마트폰으로 전원켜고 시작을 못하니 원격제어 의미가 없는듯...,"['본체', '코드', '꼽히다', '스마트폰', '전원', '켜다', '시작', '격', '제어', '의미']",['본체에 코드가 꼽혀 있는데 스마트폰으로 전원 켜고 시작을 못하니 원격제어 의미가 없는 듯']
1830,1831,20211223,2021,12,23,5,kukjin Jeon,대박이네요. tv리모콘이 없어져서 깔아서 쓰는데 너무 잘됩니다. 진작에 알있더라면 ㅋㅋㅋ,"['대박', 'tv', '리모컨', '없어지다', '깔다', '쓰다', '너무', '자다', '진작', '알']","['대박이네요', 'tv 리모컨이 없어져서 깔아서 쓰는데 너무 잘 됩니다', '진작에 알 있더라면']"
1831,1832,20201010,2020,10,10,2,깜빠기,등록제품이 많다보니 제품이름이 전체다 표기되지않아 기존보다 제품선택이 힘들고 속도도 느려짐.,"['등록', '제품', '많다', '보다', '제품', '이름', '전체', '표기', '않다', '기존', '제품', '선택', '힘들다', '속도', '느리다', '짐']",['등록 제품이 많다 보니 제품 이름이 전체다 표기되지 않아 기존보다 제품 선택이 힘들고 속도도 느려짐']
1832,1833,20201009,2020,10,9,1,자두맛자두사탕,앱 업데이트후 본인 인증이 안되네요. pass 앱 켜놨는데도 계속 오류떠요. 개짜증,"['앱', '업데이트', '본인', '인증', 'pass', '앱', '켜다', '계속', '오류', '뜨다', '개', '짜증']","['앱 업데이트 후 본인 인증이 안되네요', 'pass 앱 켜놨는데도 계속 오류 떠요 개짜증']"
1833,1834,20200612,2020,6,12,1,moon x,Lg 정말실망 삼성tv쓰다가 엘지55인치tv로 바꿨는데 프로젝터 시네빔60 사용하고있는데 tv하고 프로젝터 리모컨주파수가 같아서 같이켜짐 그래서 어플로 조정하려했더니 켜지는 버튼이 활성화가 안됨 블루투스 설정해서 등록하라고 하는데 등록이안됨 어쩌다 한번 될때있음 다시는 엘지제품 안살거임 과대평가된 회사,"['Lg', '정말', '실망', '삼성', 'tv', '쓰다', '엘지', '인치', 'tv', '바꾸다', '프로젝터', '빔', '사용', 'tv', '프로젝터', '리모컨', '주파수', '켜지다', '어플', '조정', '켜지다', '버튼', '활성화', '블루투스', '설정', '등록', '등록', '어쩌다', '한번', '다시다', '엘지', '제품', '살', '거임', '과대', '평가', '회사']","['Lg 정말 실망 삼성 tv 쓰다가 엘지 인치 tv로 바꿨는데 프로젝터 시네빔 사용하고 있는데 tv 하고 프로젝터 리모컨 주파수가 같아서 같이 켜짐', '그래서 어플로 조정하려 했더니 켜지는 버튼이 활성화가 안됨', '블루투스 설정해서 등록하라고 하는데 등록이 안 됨', '어쩌다 한번 될 때 있음', '다시는 엘지 제품 안 살 거임', '과대평가된 회사']"
1834,1835,20210224,2021,2,24,5,전누리,세탁기와 건조기 끝나면 폰으로 알람이뜨니 너무 좋아요. 굳이 세탁실 가서 남은 시간을 확인하지 않아도 되니 진짜 편합니다. 냉장고는 날짜 지정 할 수 있어요 공기청정기는 원격으로 키고 끄니깐 좋구요 어쩌다보니 가전제품이.엘지로 이번에 다 구입을 했는데 어플 너무 좋은거 같습니다. 에어컨을 엘지로 살껄 그랬나 싶을 정도에요 ㅎ,"['세탁기', '건조기', '끝나다', '폰', '알람', '뜨다', '너무', '좋다', '굳이', '세탁실', '가다', '남다', '확인', '않다', '진짜', '편하다', '냉장고', '날짜', '지정', '공기청정기', '원격', '키', '끄다', '좋다', '어쩌다', '보다', '가전제품', '엘지', '다', '구입', '어플', '너무', '좋다', '에어컨', '엘지', '살걸', '그렇다', '싶다', '정도']","['세탁기와 건조기 끝나면 폰으로 알람이 뜨니 너무 좋아요', '굳이 세탁실 가서 남은 시간을 확인하지 않아도 되니 진짜 편합니다', '냉장고는 날짜 지정할 수 있어요', '공기청정기는 원격으로 키고 끄니깐 좋고요', '어쩌다 보니 가전제품이 엘지로 이번에 다 구입을 했는데 어플 너무 좋은 거 같습니다', '에어컨을 엘지로 살걸 그랬나 싶을 정도에요']"
1835,1836,20210406,2021,4,6,4,이광재,"음... 세탁기 연결해서 씁니다. 켜놓고 나갔을때는 집갔을쯤 끝나게 돌립니다. 그런데 깜빡하고 나갔을때는 빨래가 쌓이는데요~ 앱에서 세탁기 전원을 켜고, 원격제어까지 걸 방법은 없는것인가요?","['음', '세탁기', '연결하다', '쓰다', '켜다', '나가다', '집', '가다', '즘', '끝나다', '돌리다', '깜빡', '나가다', '빨래', '쌓이다', '앱', '세탁기', '전원', '켜다', '격', '제어', '걸', '방법']",['음 세탁기 연결해서 씁니다 켜놓고 나갔을 때는 집 갔을 즘 끝나게 돌립니다 그런데 깜빡하고 나갔을 때는 빨래가 쌓이는데요 앱에서 세탁기 전원을 켜고 원격제어까지 걸 방법은 없는 것인가요']
1836,1837,20180914,2018,9,14,1,Google 사용자,얼음정수기냉장고 양문형을 쓰고있는데 어플에 제품등록까지 하다가 스마트폰과 제품 연결이 아예 되지않네요..,"['얼음', '정수기', '냉장고', '쓰다', '어플', '제품', '등록', '스마트폰', '제품', '연결', '아예', '않다']",['얼음정수기 냉장고 양문형을 쓰고 있는데 어플에 제품 등록까지 하다가 스마트폰과 제품 연결이 아예 되지 않네요']
1837,1838,20200918,2020,9,18,5,UD,가끔 연결끊기기도하지만 넘필요함 근데 건조기 다되고나면 내가 다시 킬수있으면 좋겟음.. 송풍한번더돌리고싶은데 끝이나면 전원끄는거밖에안되니 그저 아쉬움,"['가끔', '연결', '끊기다', '기도', '너무', '필요하다', '근데', '건조기', '다', '나다', '내', '다시', '킬', '좋다', '송풍', '더', '돌리다', '싶다', '끝', '나다', '전원', '끄다', '아쉬움']","['가끔 연결 끊기기도 하지만 너무 필요함 근데 건조기 다되고 나면 내가 다시 킬 수 있으면 좋겠음', '송풍 한 번 더 돌리고 싶은데 끝이 나면 전원 끄는 거밖에 안 되니 그저 아쉬움']"
1838,1839,20190717,2019,7,17,1,Google 사용자,잘 연결되어있던 장치들이 어느날 갑자기 연결이 안되고 연결이 되는 장치들은 극악의 반응성을 보여줌.,"['자다', '연결', '되어다', '장치', '날', '갑자기', '연결', '연결', '장치', '극악', '반응', '보여주다']",['잘 연결되어있던 장치들이 어느 날 갑자기 연결이 안 되고 연결이 되는 장치들은 극악의 반응성을 보여줌']
1839,1840,20190104,2019,1,4,5,Google 사용자,로딩과 접속이 조금 느리지만 원격기능이 유용하고 편리합니다.,"['로딩', '접속', '느리다', '원격', '기능', '유용하다', '편리하다']",['로딩과 접속이 조금 느리지만 원격 기능이 유용하고 편리합니다']
1840,1841,20190420,2019,4,20,3,Google 사용자,세탁기알람이 왔다안왔다 좀 짜증나요..그리고 건조기 와이파이로잡는게 아니면 알람못받아서 좀 슬프네요ㅜㅜ이건 어쩔수없는것같긴하지만요..,"['세탁기', '알람', '오다', '오다', '짜증', '건조기', '파이', '잡다', '게', '아니다', '알람', '못', '받다', '슬프다', '이건', '어쩔', '만요']","['세탁기 알람이 왔다 안 왔다', '좀 짜증 나요', '그리고 건조기 와이 파이로 잡는 게 아니면 알람 못 받아서 좀 슬프네요', '이건 어쩔 수 없는 것 같긴 하지만요']"
1841,1842,20210908,2021,9,8,4,최철호,언제어디서든 핸드폰만 있으면 작동 및 완료 알림등 너무 편리해요,"['서든', '핸드폰', '작동', '완료', '알림', '너무', '편리하다']",['언제 어디서든 핸드폰만 있으면 작동 및 완료 알림 등 너무 편리해요']
1842,1843,20190724,2019,7,24,1,Google 사용자,잘사용하고있었는데엊그제점검중이라는팝업뜬이후로안되네요. 삭제했다다시설치하고했는데도자꾸앱이종료되요. 점검을한의미가있는건지?,"['자다', '사용', '엊그제', '점검', '중이', '팝업', '뜨다', '이후', '삭제', '다시', '설치', '자꾸', '앱', '종료', '돼다', '점검', '의미', '건지다']","['잘 사용하고 있었는데 엊그제 점검 중이라는 팝업 뜬 이후로 안 되네요 삭제했다', '다시 설치하고 했는데도 자꾸 앱이 종료돼요 점검을 한 의미가 있는 건지']"
1843,1844,20200925,2020,9,25,1,강미경,갑자기 앱 실행이 안되네요 앱 누르면 화면이정지.. 그래서 업데이트했는데 그래도 그대로네요ㅡㅡ,"['갑자기', '앱', '실행', '앱', '누르다', '화면', '정지', '업데이트', '그대로']",['갑자기 앱 실행이 안되네요 앱 누르면 화면이 정지 그래서 업데이트했는데 그래도 그대로네요']
1844,1845,20210616,2021,6,16,4,jh811,편하고 좋은데 이 앱으로 에어컨 끄면 자동건조기능이 실행되지 않는 것 같아요,"['편하다', '좋다', '앱', '에어컨', '끄다', '자동', '건조', '기능', '실행', '않다']",['편하고 좋은데 이 앱으로 에어컨 끄면 자동 건조 기능이 실행되지 않는 것 같아요']
1845,1846,20190719,2019,7,19,1,Google 사용자,서버로부터 응답이 없다고 계속뜨네요. 와이파이 연결까지 가능한데 그 이후로 제품상태확인은 불가능합니다.,"['서버', '응답', '계속', '뜨다', '와이파이', '연결', '가능하다', '이후', '제품', '상태', '확인', '불가능하다']",['서버로부터 응답이 없다고 계속 뜨네요 와이파이 연결까지 가능한데 그 이후로 제품 상태 확인은 불가능합니다']
1846,1847,20190915,2019,9,15,4,Google 사용자,앱의 메뉴얼을 다 활용하진 못하는거같지만 일단 알림기능이 있어서 좋아요 ㅋ 특히 건조기 다됬을때ㅋ~^^,"['앱', '매뉴얼', '다', '활용', '알림', '기능', '좋다', '특히', '건조기', '다', '돼다']","['앱의 매뉴얼을 다 활용하진 못하는 거 같지만 일단 알림 기능이 있어서 좋아요', '특히 건조기 다 됐을 때']"
1847,1848,20210311,2021,3,11,4,neru osss,원격 확인 및 오류확인이 쉬워서 좋다. 처음에 기기와 폰 연결이 제일 어려운듯,"['원격', '확인', '오류', '확인', '쉽다', '좋다', '처음', '기기', '폰', '연결', '제일', '어렵다']",['원격 확인 및 오류 확인이 쉬워서 좋다 처음에 기기와 폰 연결이 제일 어려운 듯']
1848,1849,20190914,2019,9,14,3,Google 사용자,폰이랑 가전제품이랑 연결이 너무 오래걸리고 한번에 되지가 않아서 건조기하나 겨우 등록해서 쓰고있어요ㅜㅜ 왜이렇게 다운로드가 안되죠?????,"['폰', '가전제품', '연결', '너무', '오래', '걸리다', '않다', '건조기', '등록', '쓰다', '이렇게', '다운로드']","['폰이랑 가전제품이랑 연결이 너무 오래 걸리고 한 번에 되지가 않아서 건조기 하나 겨우 등록해서 쓰고 있어요', '왜 이렇게 다운로드가 안되죠']"
1849,1850,20210423,2021,4,23,4,GALAXY SAMSUNG,LG 이동식 에어컨 (정음 모드) 이 기능 추가해주실 수 있나요...? 리모컨으로만 된다는게 좀 아쉬워요...,"['LG', '이동식', '에어컨', '정음', '모드', '기능', '추가', '해주다', '리모컨', '게', '아쉽다']",['LG 이동식 에어컨 정음 모드 이 기능 추가해주실 수 있나요 리모컨으로만 된다는 게 좀 아쉬워요']
1850,1851,20201007,2020,10,7,5,부산교통철도,다 좋지만 딱 한가지 아쉬운점 위젯으로 편하게할수있게해주세욤 그럼 아주 완벽해요 짱!!,"['다', '좋다', '한가지', '아쉽다', '점', '위젯', '편하다', '해주다', '그렇다', '아주', '완벽하다', '짱']","['다 좋지만 딱 한가지 아쉬운 점 위젯으로 편하게 할 수 있게 해주세요 그럼 아주 완벽해요', '짱']"
1851,1852,20190719,2019,7,19,1,Google 사용자,개쓰랙앱 앱응답 지연너무 쩔구요 에어컨도 하나 연결되잇는데 그거조차 데이터를 못받아서 밤새도록 초기화하고 다시연결하고 난리네요 lg제품 다시는 안사려합니다,"['개쓰랙앱', '앱', '응답', '지연', '너무', '쩔다', '에어컨', '연결', '잇다', '그거', '데이터', '못', '받다', '밤새다', '초기', '다시', '연결하다', '난리', 'lg', '제품', '다시다', '사려']","['개쓰랙앱 앱 응답 지연 너무 쩔구요', '에어컨도 하나 연결되잇는데 그거조차 데이터를 못 받아서 밤새도록 초기화하고 다시 연결하고 난리네요 lg 제품 다시는 안 사려 합니다']"
1852,1853,20190719,2019,7,19,1,Google 사용자,왜이러죠 서버불안정하다고 꺼지고 로딩도너무길구요 삭제하고 다시깔아도 똑같아요 다시원래대로 돌아왔음좋겠네요,"['이르다', '서버', '불안정하다', '꺼지다', '로딩', '너무', '기다', '삭제', '다시', '깔다', '똑같다', '다시', '원래', '돌아오다', '좋다']","['왜 이러죠 서버 불안정하다고 꺼지고 로딩도 너무 길고요', '삭제하고 다시 깔아도 똑같아요', '다시 원래대로 돌아왔으면 좋겠네요']"
1853,1854,20200710,2020,7,10,4,정진숙,외출했을 때 에어컨 컨트롤이 좋아요. 세탁기 완료여부도 알려줘서 잊어버리지 않아 좋아요.,"['외출', '에어컨', '컨트롤', '좋다', '세탁기', '완료', '알다', '잊어버리다', '않다', '좋다']","['외출했을 때 에어컨 컨트롤이 좋아요', '세탁기 완료 여부도 알려줘서 잊어버리지 않아 좋아요']"
1854,1855,20190320,2019,3,20,5,Google 사용자,좋아요. 더 많은 가전이 연결되었음 좋겠어요. 집에 들어가기 전에 공기청정기 켜놓고 가는데 편리합니다.,"['좋다', '더', '많다', '가전', '연결', '되어다', '좋다', '집', '들어가다', '전', '공기청정기', '켜다', '가다', '편리하다']","['좋아요', '더 많은 가전이 연결되었음', '좋겠어요', '집에 들어가기 전에 공기청정기 켜놓고 가는데 편리합니다']"
1855,1856,20181021,2018,10,21,5,Google 사용자,세탁기는 전원이켜진상태로 모드설정해야한다는게쫌ㅜㅜ 그냥.키고.끄고돌리고. 다될수있음좋으련만ㅜㅜ,"['세탁기', '전원', '켜지다', '상태', '모드', '설정', '게', '그냥', '키', '끄다', '돌리다', '다', '좋다']",['세탁기는 전원이 켜진 상태로 모드 설정해야 한다는 게 좀 그냥 키고 끄고 돌리고 다 될 수 있으면 좋으련만']
1856,1857,20190210,2019,2,10,2,Google 사용자,제습기 사용중인데요. 씽큐앱으로는 작동되구요. 구글홈으로 연동하려하니.. 제품 등록이 안되네요. 구글홈은 사용할 수 없나요??,"['제습기', '사용', '중', '씽', '큐앱', '작동', '구글', '홈', '연동', '하니', '제품', '등록', '구글', '홈', '사용']","['제습기 사용 중인데요', '씽큐앱으로는 작동되고요', '구글 홈으로 연동하려 하니 제품 등록이 안되네요 구글 홈은 사용할 수 없나요']"
1857,1858,20190114,2019,1,14,3,Google 사용자,그냥 가끔 기록이 누락되기도 하고 해요. 근데 청소 사용횟수보고 청소하니 편한면도 있구요.,"['그냥', '가끔', '기록', '누락', '기도', '해', '근데', '청소', '사용', '횟수', '보고', '청소', '편하다', '면도']","['그냥 가끔 기록이 누락되기도 하고 해요', '근데 청소 사용 횟수 보고 청소하니 편한 면도 있고요']"
1858,1859,20190411,2019,4,11,2,Google 사용자,전원을키고 원격제어를 눌러야만되는게 불편해요ㅠ 밖에있을때 작동하고싶은데,"['전원', '키', '격', '제어', '누르다', '게', '불편하다', '작동', '싶다']",['전원을 키고 원격제어를 눌러야만 되는 게 불편해요 밖에 있을 때 작동하고 싶은데']
1859,1860,20200111,2020,1,11,1,Google 사용자,네트워크 연결이 원할하지 않습니다. 언제 고칠 껀가요!!! 저거 뜨면서 앱이 꺼져서 쓸수가 없어요.,"['네트워크', '연결', '원활하다', '않다', '고치다', '건가', '뜨다', '앱', '꺼지다', '쓸다', '수가']","['네트워크 연결이 원활하지 않습니다', '언제 고칠 건가요 저거 뜨면서 앱이 꺼져서 쓸 수가 없어요']"
